이름,성별,주소,나이,신장,체중,휴대폰번호,신용대출한도 ,신용잔액비율,신용등급,월소득,교육정도,직업종류
김현주,F,경기 성남시 이매동,49,144,81.953588,1021996650,388300000,49.73254827,2,11953588,석사,자영업
백준명,M,경기 파주시 교하읍,48,149,61.550833,1040276675,496200000,705.1831387,3,50833,석사,학생
변효수,M,서울 강동구 암사2동,24,130,44.051667,1078466278,31100000,36.12494352,7,51667,석사,자영업
조춘희,F,서울 동대문구 전농동,53,160,69.5525,1013068743,63200000,135.5507608,7,52500,고졸,자영업
오준한,M,충남 천안시 풍세면,24,120,46.553333,1078107383,356200000,1658.170984,4,53333,대재,자영업
최종현,M,부산 사하구 괴정3동,45,152,69.554167,1061710765,5900000,14.90802507,9,1054167,중졸,자영업
조순진,F,서울 동작구 신대방동,62,170,67.556667,1076430164,14900000,17.94149627,9,56667,고졸,전문직
조종웅,M,서울 마포구 공덕동,69,173,78.5575,1036740122,514200000,515.8931614,3,57500,석사,자영업
홍순경,M,경기 시흥시 거모동,72,178,68.558333,1013655378,57300000,9.666505558,6,58333,중졸,주부
이언남,F,경기 고양시 일산3동,43,144,67.059167,1095090953,82200000,13.64776319,3,8059167,학사,자영업
이인기,M,서울 송파구 가락동,85,189,79.56,1098457743,15700000,28.7303211,7,1060000,석사,주부
정영자,F,서울 노원구 월계2동,53,149,70.560833,1057056781,22300000,2.163591585,4,8060833,대재,회사원
김순기,M,서울 강서구 방화동,39,136,67.063333,1053995022,5400000,6.716760432,9,63333,고졸,무직
권기선,M,경기 고양시 가좌동,42,143,63.293545,1016900018,2400000,1.564920737,9,1793545,고졸,주부
김미자,F,경기 성남시 정자동,23,125,46.564167,1068024802,6800000,1.537808492,8,1064167,석사,회사원
이춘식,M,서울 은평구 응암1동,43,141,58.565,1098005288,22100000,10.86578154,6,1065000,학사,주부
강성구,M,경기 고양시 중산동,71,167,73.565833,1063365349,172300000,562.2468992,2,3065833,대재,자영업
김병희,F,서울 용산구 한강로3가,56,160,85.566667,1029722296,28600000,3.839765253,4,8066667,대재,학생
이용웅,M,경기 화성시 비봉면,72,180,67.0675,1076463404,10900000,1.710776179,5,3067500,대재,주부
이지민,M,경북 포항시 흥해읍,62,160,69.068333,1021424233,8100000,8.230084719,7,1068333,석사,자영업
신상진,M,대전 중구 문화1동,33,141,45.569167,1012964272,7400000,0.426459483,9,69167,석사,무직
임월향,F,경기 고양시 주엽1동,70,180,91.301533,1037074956,23800000,58.07115913,3,9301533,고졸,주부
김수현,M,강원 정선군 고한읍,62,159,69.57,1081687339,60100000,4.336665205,6,70000,대퇴,자영업
안휴환,M,경기 화성시 동탄면,78,179,81.570833,1081937020,22600000,10.640652,5,1070833,학사,무직
오태호,M,경기 부천시 고강1동,63,167,81.571667,1042222303,1600000,0.004828796,4,71667,기타,회사원
김규수,M,서울 영등포구 여의도동,59,162,79.0725,1095527158,14200000,178.2262721,7,1072500,학사,주부
오응산,M,인천 연수구 옥련동,83,185,88.573333,1082309325,676600000,79.55966793,3,73333,석사,자영업
윤석준,M,강원 평창군 대화면,62,161,61.574167,1063386062,1700000,0.197080359,9,74167,이학박사,자영업
허미은,F,경기 안산시 본오동,53,153,67.788654,1089563486,129500000,656.6604128,3,6288654,대재,무직
유영자,F,경기 군포시 당동,49,145,77.620038,1080815385,67300000,4.353547096,3,10620038,석사,주부
허주행,M,서울 강북구 번동,75,172,78.575833,1041722317,11600000,0.587953601,8,75833,학사,회사원
김희배,M,인천 중구 항동7가,78,175,90.819328,1033640055,48500000,89.07139853,4,5819328,석사,회사원
엄동흠,M,경기 부천시 역곡동,66,164,65.846281,1028525835,15500000,1.176784904,8,1846281,중졸,무직
김현순,F,경기 고양시 화전동,40,135,66.076667,1056167565,9000000,18.76595106,7,1076667,기타,무직
최현주,F,경기 고양시 사리현동,67,174,87.5775,1075517075,54600000,5.988421946,3,8077500,학사,학생
이석배,M,서울 강서구 방화3동,41,144,65.578333,1042764806,5600000,9.224454028,9,78333,고졸,무직
박정균,M,경기 광명시 광명3동,86,184,90.58,1028678986,68800000,4.208603854,3,3080000,석사,자영업
양화자,F,경북 예천군 하리면,19,117,53.580833,1080325324,144000000,581.5315279,3,8080833,기타,학생
김정순,F,서울 성동구 응봉동,22,118,53.081667,1058480899,25200000,35.74802747,4,8081667,초졸,학생
이옥순,F,경남 거제시 양정동,77,182,86.5825,1055644090,1700000,1.850775257,9,1082500,학사,자영업
문순영,F,경기 고양시 일산2동,71,172,84.696526,1043325663,546800000,22567.06562,3,1696526,전문학사,자영업
허복심,F,경북 포항시 송도동,37,143,74.508333,1099606612,654500000,99.29552518,1,8008333,중졸,강사
한미연,F,경기 고양시 백석동,80,180,85.009167,1089834448,387800000,2.845419114,3,9167,학사,자영업
김태수,M,서울 도봉구 창2동,50,153,54.01,1091619563,112900000,4.648890774,4,1010000,석사,학생
안치홍,M,서울 강남구 도곡2동,52,153,77.510833,1049076597,32000000,67.34049247,7,10833,기타,주부
김승우,M,대구 북구 칠성동2가,40,135,61.511667,1062118787,103500000,7.043892639,5,11667,고졸,자영업
오혜숙,F,경기 고양시 성사1동,61,156,84.5125,1039436383,10100000,1.237229586,5,8012500,고졸,자영업
손민정,F,경기 파주시 금촌2동,74,177,83.515,1086242583,274900000,41.09134671,3,1015000,고졸,회사원
최장환,M,경기 양평군 강하면,63,165,70.690068,1080924110,109900000,134.9424929,3,2190068,석사,무직
김금순,F,경기 시흥시 논곡동,37,141,73.541244,1099063840,2900000,1.818301518,7,9041244,대퇴,자영업
김정순,F,충남 서산시 동문동,68,167,88.516667,1086062664,725500000,1021.045787,1,8016667,대재,자영업
임창순,M,서울 성동구 하왕십리2동,66,168,73.0175,1037388072,4200000,4.809184168,9,17500,석사,자영업
김을순,F,경기 시흥시 신천동,39,144,74.018333,1025530750,4400000,5.445915254,6,8018333,기타,무직
노수근,M,서울 서대문구 대현동,48,143,64.507464,1084905920,326500000,574.5397083,4,2507464,고졸,무직
서병두,M,경기 고양시 대화동,83,181,75.02,1023004276,4900000,0.95565656,9,20000,석사,강사
이동혁,M,경기 양주시 은현면,62,158,73.020833,1094710439,38400000,3.022202802,4,1020833,대재,강사
김영미,F,경기 군포시 당동,46,147,71.021667,1051245115,38500000,84.31573945,4,3021667,대퇴,회사원
송희아,F,울산 중구 남외동,43,146,72.0225,1076700038,53000000,129.1662199,3,8022500,중졸,회사원
박민증,M,충남 아산시 선장면,47,149,67.523333,1098060366,489600000,60.66033533,2,1023333,초졸,회사원
이현순,F,서울 용산구 한강로3가,36,137,53.524167,1053535024,26000000,1.921284104,7,24167,기타,학생
이미현,F,경기 파주시 파주읍,54,157,57.525,1070057152,1900000,2.370575913,10,25000,기타,자영업
조제억,M,충남 부여군 규암면,52,162,65.525833,1084920460,10700000,182.1028626,9,25833,대재,무직
백금현,M,경기 고양시 탄현동,42,143,63.526667,1067619315,324700000,1166.248824,2,3026667,전문학사,강사
박정숙,F,광주 남구 주월동,40,143,79.5275,1063596523,10400000,15.46256869,5,8027500,중졸,주부
문건호,M,서울 강서구 화곡7동,56,166,59.529167,1089314522,229200000,145.0767888,4,29167,공학박사,학생
전승우,M,서울 영등포구 여의도동,64,160,76.03,1061995285,19000000,95.52538964,7,1030000,중졸,학생
김만기,M,경남 양산시 남부동,65,168,61.530833,1097980389,25800000,33.18605414,7,30833,석사,회사원
김명찬,M,충북 충주시 금능동,72,176,76.531667,1083901488,677200000,1821.281997,2,1031667,학사,학생
조현석,M,경기 파주시 월롱면,44,140,56.5325,1063923205,2500000,0.002528808,2,2532500,대퇴,주부
전연자,F,서울 영등포구 여의도동,85,183,98.656391,1033687279,90300000,71.83925192,3,2656391,대재,무직
여봉구,M,서울 은평구 역촌1동,46,141,70.033333,1014699716,259200000,291.0149145,4,33333,고졸,강사
허민숙,F,전남 장성군 장성읍,50,148,72.034167,1073262906,14100000,0.547365964,4,8034167,대재,자영업
박양순,F,경기 파주시 금촌동,80,183,81.535,1042610381,27700000,60.38265601,7,35000,전문학사,무직
이관순,F,부산 부산진구 범천1동,68,173,76.536667,1066770705,54000000,263.924459,3,8036667,석사,회사원
이혜숙,F,경기 부천시 작동,78,179,92.116164,1030619356,8200000,0.094385253,3,13616164,기타,주부
송유영,M,제주 제주시 삼도1동,54,152,72.0375,1094486683,45000000,116.1788018,4,1037500,대퇴,강사
이은우,M,경기 김포시 장기동,42,152,71.360271,1067607360,37200000,2.512110975,4,6860271,대퇴,무직
노홍철,M,경기 고양시 NULL,70,176,78.771325,1069278064,19500000,4.123974716,7,3771325,해외유학,전문직
이옥순,F,전남 목포시 신흥동,51,148,82.038333,1055150117,709400000,4367.150948,1,8038333,공학박사,자영업
김진곤,M,광주 남구 서동,67,172,78.039167,1071891106,32400000,72.25578548,6,1039167,고졸,주부
심황섭,M,전남 해남군 산이면,73,179,77.54,1013663180,309400000,20.47148733,3,40000,대퇴,주부
성인선,F,경북 경산시 중방동,44,147,87.9627,1078291170,392100000,995.1524073,2,13962700,중졸,강사
전임용,M,경기 성남시 서현동,69,168,81.040833,1080810881,109600000,11.26287678,3,3040833,대재,주부
이선이,F,전남 완도군 완도읍,69,169,91.541667,1020462533,6400000,6.41710801,6,8041667,대재,회사원
이충권,M,경남 진주시 평거동,44,147,66.5425,1071780271,21800000,2.462512483,7,42500,학사,자영업
김정임,F,인천 서구 석남2동,41,138,53.543333,1040247525,55100000,2.36283922,7,43333,기타,주부
최준자,F,전북 부안군 변산면,67,165,75.544167,1011373688,13600000,2.042707916,9,44167,석사,회사원
장지원,M,경기 안성시 고삼면,57,163,75.358133,1060090671,2100000,6.090204631,10,1358133,중졸,자영업
이은영,F,서울 동작구 사당2동,48,143,62.545,1090850512,24200000,365.7467582,8,45000,석사,학생
남궁은주,F,서울 서대문구 홍제1동,56,160,76.045833,1013372756,17900000,0.046484645,4,1045833,학사,자영업
김삼순,F,경기 김포시 고촌면,49,154,79.546667,1057503501,303800000,500.7342894,2,8046667,중졸,주부
박경희,F,경북 포항시 용흥동,62,159,80.5475,1016696770,46400000,2.888741131,3,7047500,학사,학생
이화옥,F,강원 정선군 사북읍,50,147,79.048333,1054124675,64600000,17.29365537,3,8048333,석사,무직
장명순,F,경기 고양시 토당동,48,148,62.507638,1013503723,15500000,0.022252663,3,2507638,석사,회사원
김귀정,F,경남 김해시 장유면,66,167,80.549167,1028161406,65900000,14.27693396,3,8049167,석사,주부
백덕자,F,경기 파주시 교하읍,60,163,74.05,1059437301,3200000,18.3040183,9,1050000,석사,전문직
김문종,M,서울 강북구 수유3동,60,160,71.550833,1059344113,134000000,187.4222862,5,50833,학사,자영업
정윤희,F,경기 고양시 NULL,33,135,58.551667,1044701131,13200000,15.97036288,5,8051667,학사,강사
이균식,M,부산 해운대구 재송동,53,149,68.5525,1051981248,18100000,0.072582758,3,3052500,학사,학생
라은자,F,전북 김제시 금산면,62,167,68.553333,1084686329,432500000,53.65569593,2,3053333,석사,주부
노옥자,F,서울 서초구 방배동,49,144,82.8465,1017576054,8200000,8.46768031,6,8846500,중졸,회사원
전용익,M,서울 동작구 흑석동,46,156,74.995144,1060065222,7600000,0.349345749,8,5995144,대퇴,학생
조현숙,F,강원 고성군 거진읍,68,164,78.054167,1091169968,7500000,6.40246401,8,1054167,석사,무직
이병준,M,경기 수원시 정자1동,54,155,83.555,1092912640,397700000,1110.378986,2,3055000,석사,주부
최민자,F,경기 여주군 북내면,59,164,68.055833,1040637159,73400000,794.3808916,3,8055833,기타,주부
임동열,F,경기 고양시 일산2동,46,142,70.056667,1055578830,2800000,3.186656105,9,1056667,전문학사,회사원
김갑중,M,경기 파주시 교하읍,62,168,77.894032,1087618115,27300000,4.138052087,5,4394032,학사,회사원
박정숙,F,강원 속초시 교동,53,157,88.591024,1054516666,27400000,262.6307163,4,12091024,고졸,주부
조성섭,M,서울 은평구 구파발동,68,166,73.0575,1097899456,12400000,0.02244531,3,1057500,기타,주부
박병준,M,전남 순천시 연향동,18,121,45.450955,1026596439,529800000,32.74266748,3,1450955,석사,회사원
이재순,F,경북 상주시 화서면,66,169,70.058333,1092578516,21200000,0.188575146,5,1058333,학사,자영업
이창우,M,서울 중랑구 망우동,65,162,78.059167,1076685870,566900000,12888.77774,3,59167,대재,자영업
정영인,M,대전 동구 삼성1동,31,128,57.558674,1083196894,3100000,6.961958511,9,3558674,고졸,자영업
백영업,F,경기 고양시 대화동,82,192,93.06,1079839547,258400000,277.345469,2,8060000,대퇴,회사원
강삼임,F,전남 광양시 중동,64,167,77.060833,1052790909,12700000,35.23520191,9,60833,기타,학생
소병순,F,인천 남동구 만수1동,36,141,69.061667,1030567819,81000000,96.48485426,3,8061667,기타,무직
김혜정,F,경기 고양시 풍동,63,173,73.5625,1096702382,752000000,4772.51236,2,1062500,대재,학생
임형일,M,경기 고양시 대화동,66,166,77.063333,1074452549,321900000,2490.522244,2,3063333,학사,무직
강명희,F,경북 구미시 구평동,46,149,62.064167,1088312507,22800000,27.53274041,8,64167,초졸,자영업
이무현,M,서울 서대문구 홍은1동,51,153,69.565,1060583320,5700000,0.010356635,4,65000,기타,자영업
최원숙,F,강원 양양군 현남면,32,130,65.065833,1036888405,19200000,52.50291227,4,8065833,고졸,자영업
정종인,M,경기 고양시 풍동,70,178,84.566667,1020385689,44400000,48.12689893,4,1066667,대퇴,학생
심미경,F,울산 울주군 온양읍,64,164,71.315903,1033384800,11900000,10.46229267,7,4315903,기타,자영업
권정순,F,경기 파주시 검산동,65,168,74.366778,1093317320,34700000,84.21573791,4,2366778,초졸,주부
임옥연,F,서울 중구 중림동,43,148,70.0675,1079415553,2900000,26.24006949,7,8067500,기타,주부
이영환,M,서울 서대문구 연희동,8,110,50.569167,1038252024,10200000,0.42336333,7,1069167,고졸,자영업
김문재,F,경기 연천군 군남면,45,149,61.07,1029819697,8700000,13.09525064,9,70000,대재,무직
도미자,F,서울 강남구 대치동,42,140,68.070833,1071808311,28900000,33.5220155,4,8070833,석사,자영업
서영교,M,경기 김포시 장기동,38,144,62.571667,1024069099,126800000,701.9097703,3,3071667,대재,회사원
윤병철,M,경기 고양시 주엽2동,37,137,61.5725,1031863497,253300000,387.0857319,3,1072500,학사,무직
박상희,F,서울 영등포구 당산동6가,44,149,68.375573,1095657887,6200000,0.956913134,7,4875573,학사,주부
박명우,F,인천 남동구 구월3동,37,147,57.573333,1020176307,57200000,4754.384507,3,8073333,중졸,학생
이경옥,F,전남 해남군 문내면,42,147,57.574167,1080774865,144100000,21.59024355,3,1074167,학사,주부
이영철,M,경북 포항시 구룡포읍,42,138,68.605464,1029309325,16600000,18.88329215,8,4105464,기타,자영업
이문재,M,인천 남구 용현5동,72,178,81.075,1073476877,391400000,411.8699358,2,3075000,대재,자영업
한철수,M,제주 북제주군 애월읍,43,140,63.575833,1065628040,227700000,59.8951401,3,1075833,석사,전문직
나정임,F,인천 남구 주안6동,66,168,79.076667,1016346143,2600000,0.18643999,6,8076667,기타,자영업
정규택,M,전남 목포시 하당동,46,147,71.5775,1013075997,3900000,0.179326785,9,77500,전문학사,주부
박짐의,M,경기 성남시 구미동,33,130,59.578333,1052746407,59100000,89.35402033,6,78333,초졸,강사
안기남,F,경기 고양시 일산4동,54,162,73.579167,1022792134,11200000,0.511926587,4,8079167,석사,회사원
홍종수,M,인천 연수구 연수3동,51,152,79.08,1080398042,128000000,20.14796794,3,1080000,고졸,주부
양은실,F,경기 안양시 관양동,68,165,78.080833,1094685401,30400000,35.12911684,8,80833,석사,자영업
오우상,M,서울 광진구 구의동,45,148,71.081667,1045066142,81100000,624.2399052,4,1081667,기타,회사원
장완주,M,경기 고양시 마두1동,46,142,66.5825,1057883529,25200000,5.197152538,6,1082500,전문학사,자영업
권혜순,F,서울 은평구 갈현동,47,156,66.008333,1053515402,20900000,0.923158373,4,8008333,석사,자영업
김병규,M,인천 연수구 동춘1동,65,167,80.009167,1042130062,69900000,93.74673093,6,9167,학사,자영업
신우현,M,경기 연천군 신서면,69,173,80.579633,1057946681,1400000,0.193585088,10,1579633,대재,주부
전옥기,F,인천 계양구 효성1동,65,172,88.01,1036554176,72100000,236.0892358,3,8010000,학사,회사원
송재윤,M,경남 양산시 남부동,65,171,80.010833,1055114583,12100000,0.024804538,3,1010833,학사,자영업
조승애,F,서울 노원구 중계본동,81,185,97.926142,1079388483,8300000,120.3962924,6,4426142,대재,자영업
안영숙,F,경남 진주시 상봉서동,43,145,63.011667,1078544830,29100000,43.24539607,6,1011667,기타,주부
박기남,F,서울 서대문구 홍제1동,74,179,86.0125,1041201057,21100000,240.5709855,4,3012500,대재,자영업
한순자,F,대전 중구 문화동,34,134,62.118193,1017672878,34600000,1.47234005,3,10118193,대퇴,주부
임경태,M,서울 노원구 공릉동,13,110,52.014167,1020419106,23000000,117.808556,5,1014167,학사,강사
서광수,M,강원 원주시 우산동,70,165,75.015,1048534930,15600000,83.76423589,4,3015000,대재,자영업
유수영,M,경기 의정부시 호원동,42,148,50.515833,1040656140,27400000,2.836107751,5,1015833,석사,회사원
임관례,F,경기 김포시 풍무동,75,172,75.516667,1098985898,160000000,231.5886985,3,1016667,고졸,자영업
이명숙,F,경기 고양시 덕이동,54,150,72.0175,1096987128,6300000,4.495225428,6,8017500,초졸,무직
전재금,F,대구 수성구 범물2동,51,160,68.518333,1068894269,3300000,6.462579705,10,18333,대재,자영업
김현영,F,경북 김천시 모암동,44,141,73.519167,1091639398,45900000,0.067828492,1,7019167,이학박사,강사
연진명,M,경기 고양시 일산3동,65,174,81.02,1054425176,99100000,21.54456954,5,20000,석사,주부
정병식,M,경기 남양주시 화도읍,69,166,67.020833,1067741213,70700000,91.18591997,4,1020833,학사,무직
이달섭,M,강원 철원군 동송읍,40,145,52.021667,1085253049,37400000,4.721375117,4,1021667,대재,학생
정태섭,M,경기 고양시 백석동,64,169,76.024167,1033158820,2600000,3.549061683,7,3024167,대재,학생
김한아,F,경기 안양시 안양2동,52,159,64.525,1016459683,45100000,939.4854703,3,3025000,전문학사,자영업
권미숙,F,경기 김포시 양촌면,40,136,68.525833,1017464167,39600000,53.83726463,7,25833,고졸,학생
조용구,M,서울 성동구 성수2가3동,53,151,61.017416,1082012423,30600000,125.7287956,6,2517416,학사,자영업
김정순,F,경기 고양시 성사동,76,173,76.526667,1081747039,49000000,29.5518611,5,1026667,고졸,학생
신세남,F,경기 고양시 일산3동,49,148,67.063664,1052522187,34100000,63.30617913,4,6063664,전문학사,자영업
함기준,F,경기 파주시 조리읍,54,160,74.028333,1059482887,30900000,10.41963126,4,8028333,고졸,자영업
황말숙,F,경남 진주시 신안동,45,149,67.529167,1055283301,2900000,0.538840857,6,8029167,대재,무직
배숙희,F,경기 고양시 마두1동,66,175,79.53,1017562902,895000000,1931.793654,1,8030000,기타,자영업
신종채,M,대구 동구 효목1동,65,175,81.030833,1029398282,2300000,17.30012712,9,1030833,학사,자영업
문명한,F,충북 청원군 남이면,50,152,83.531667,1058864389,16000000,16.30596513,4,8031667,대재,학생
이계황,M,전남 영광군 대마면,41,143,71.5325,1025130445,4000000,55.16860906,7,3032500,대재,무직
윤영선,F,경기 고양시 백석2동,66,164,74.533333,1051302507,4700000,32.70657333,10,33333,초졸,자영업
전성자,F,부산 부산진구 당감4동,70,176,83.978782,1082755559,4700000,0.542648726,6,10478782,석사,무직
윤은주,F,전남 영암군 삼호읍,42,137,68.535833,1017119606,278100000,10.38372242,3,1035833,학사,주부
윤기태,M,경기 의정부시 호원2동,46,151,59.536667,1049334564,2000000,2.318450811,9,1036667,석사,자영업
남규희,M,서울 광진구 광장동,41,143,68.0375,1051315056,5800000,0.723460657,6,3037500,기타,회사원
박남호,M,경기 화성시 마도면,39,147,66.538333,1073523711,11400000,1.370475627,9,38333,초졸,자영업
이선임,F,서울 은평구 대조동,69,178,63.539167,1053004855,3000000,3.208418891,10,39167,이학박사,주부
임순택,M,서울 구로구 신도림동,41,139,61.54,1042249251,1300000,1.820990983,10,40000,전문학사,자영업
이호선,M,경기 고양시 대화동,49,144,66.040833,1074651338,59200000,4.004707696,6,40833,초졸,자영업
김성수,M,충남 천안시 원성동,54,156,62.014525,1011365476,196200000,599.5086596,3,3514525,석사,무직
김경은,F,대전 유성구 원내동,31,128,66.041667,1071537201,44400000,46.52854117,3,3041667,학사,자영업
최재락,M,경기 안성시 일죽면,63,166,75.0425,1056565967,250600000,29.27673725,3,1042500,전문학사,학생
김종식,M,경기 화성시 송산동,71,172,69.043333,1041904298,6500000,32.61938696,9,43333,전문학사,강사
나예원,F,대전 대덕구 읍내동,46,150,75.544167,1018524230,48900000,49.90524128,4,1044167,석사,자영업
곽희원,F,경기 고양시 화정1동,63,168,88.545833,1012673762,48500000,24.13902085,3,8045833,고졸,강사
황규현,M,경기 양주시 백석읍,62,170,65.046667,1014623656,1200000,1.54101409,10,46667,석사,주부
인종국,M,인천 남동구 만수동,48,156,59.990216,1098952278,97600000,159.5973438,4,3490216,중졸,학생
김충호,M,전남 여수시 신월동,66,175,85.700122,1077592887,17500000,1678.818112,7,4200122,석사,주부
황경자,F,경기 고양시 백석동,59,163,63.5475,1062121471,3600000,0.004010409,3,1047500,석사,학생
김택상,M,인천 남동구 구월1동,62,161,66.548333,1079271461,17600000,20.68860129,8,48333,고졸,무직
이원분,F,경기 고양시 일산3동,65,166,82.117581,1041943809,161600000,22.74948022,3,5617581,학사,무직
신점분,F,경기 고양시 성석동,63,159,78.049167,1079306383,94900000,138.9313849,3,8049167,중졸,주부
이미숙,F,경기 고양시 마두1동 ,55,155,81.221768,1093875836,809400000,1436.318595,1,9721768,기타,학생
문정옥,F,경기 고양시 성사동,38,133,66.639225,1083019196,53600000,65.23347743,7,1139225,이학박사,강사
주윤실,F,서울 서대문구 연희3동,57,167,78.050833,1056064436,2400000,0.178328469,4,7050833,초졸,무직
송혜숙,F,광주 북구 용봉동,66,162,86.551667,1058140839,3900000,0.442970551,6,8051667,고졸,자영업
지정희,F,서울 강서구 화곡1동,67,165,75.5525,1072600935,65000000,2.252508177,3,3052500,석사,주부
김선자,F,서울 강동구 둔촌동,42,141,72.698341,1054717556,3500000,4.795236549,6,11698341,석사,자영업
천순이,F,제주 제주시 노형동,50,156,64.580743,1070265945,10300000,16.00890282,8,2080743,고졸,자영업
김정배,M,경기 군포시 산본동,69,165,76.053333,1056311195,19400000,31.29718777,7,1053333,석사,자영업
이영화,F,서울 송파구 마천2동,75,173,79.554167,1079408021,17900000,22.24934681,4,8054167,학사,회사원
박기복,M,서울 동작구 흑석동,49,155,72.055,1064642208,198200000,82.18671395,2,3055000,해외유학,회사원
김영욱,M,인천 연수구 옥련동,39,139,56.013161,1048067169,2400000,6.205430786,10,1013161,중졸,주부
이재화,M,서울 서대문구 연희동,44,141,71.555833,1045870832,101300000,148.0427088,6,55833,고졸,주부
김진호,M,경기 고양시 성사1동,47,147,63.556667,1041988022,5000000,0.515753963,6,3056667,석사,회사원
양갑섭,M,인천 부평구 부개1동,65,171,75.5575,1037982184,27500000,135.2853784,7,57500,전문학사,학생
이박,M,서울 서대문구 북가좌동,55,165,73.558333,1068273776,37700000,4.241534342,6,1058333,기타,자영업
배순자,F,서울 종로구 내수동,68,177,75.365067,1096750848,38500000,108.934003,7,2865067,학사,학생
권영순,F,울산 중구 다운동,69,168,66.06,1024869264,20900000,55.97334705,4,3060000,해외유학,무직
이홍엽,F,울산 중구 우정동,70,177,82.560833,1079656156,890500000,1399.486096,2,1060833,중졸,무직
조선춘,F,경기 고양시 마두동,72,174,87.061667,1074643103,1600000,1.462544242,7,8061667,대퇴,학생
황금순,F,서울 동대문구 답십리4동,53,156,68.5625,1077924693,57200000,67.89212748,3,8062500,석사,회사원
이해형,M,경남 마산시 창포동,45,149,77.349865,1020757128,13900000,13.94397931,5,5849865,학사,학생
이옥련,F,서울 동대문구 제기1동,65,169,77.415238,1032093569,22100000,2.97476671,4,8915238,고졸,자영업
김복심,F,경기 고양시 백석2동,67,168,74.063333,1094902392,176600000,176.8263377,3,1063333,석사,주부
김은숙,F,강원 강릉시 성내동,47,154,81.282525,1055429921,8500000,4.089851635,8,8782525,대재,주부
이혜숙,F,경기 군포시 재궁동,32,141,66.710609,1030005223,8400000,15.56584631,9,2210609,고졸,학생
표길례,F,전남 무안군 현경면,49,144,72.064167,1054179035,60200000,9.382542953,3,8064167,기타,학생
이종숙,F,전남 화순군 한천면,70,171,90.065,1023528251,2100000,2.436997804,7,8065000,석사,회사원
안경순,F,서울 종로구 효자동,67,164,77.565833,1055621721,12300000,1.412092911,4,8065833,석사,무직
박상희,F,경남 창원시 반림동,17,126,58.066667,1022165774,20700000,61.26707413,6,1066667,기타,자영업
김두례,F,경기 안양시 갈산동,66,174,82.5675,1073816312,116700000,15.58538339,3,8067500,고졸,무직
정광현,M,경기 오산시 부산동,65,168,69.622859,1076776348,10100000,11.12099644,9,1622859,고졸,강사
송팔용,M,서울 강남구 신사동,42,138,63.960744,1077356921,32700000,243.8078764,6,2460744,고졸,무직
황순옥,F,경남 양산시 웅상읍,60,166,69.069167,1059657397,399300000,421.5832017,2,1069167,학사,무직
정유석,F,경기 고양시 마두2동 ,47,144,62.57,1083108251,2200000,1.295934242,7,3070000,전문학사,강사
김지홍,M,강원 양양군 현남면,45,147,58.570833,1061200621,22200000,16.10531425,7,70833,전문학사,강사
박영순,M,서울 은평구 갈현동,39,137,70.0725,1026034410,574500000,581.8269467,3,72500,대재,자영업
손우철,M,강원 속초시 교동,42,148,58.073333,1073347187,197100000,2023.86331,2,5073333,학사,자영업
임한재,M,경기 고양시 탄현동,70,170,74.074167,1035830326,23600000,0.02494096,3,1074167,해외유학,자영업
최막동,F,경기 고양시 고양동,62,172,89.075,1096530814,334000000,494.8646678,2,8075000,석사,주부
윤미숙,F,충북 충주시 안림동,68,168,90.725243,1024702380,5400000,25.3424754,6,12725243,해외유학,회사원
김현옥,F,경기 동두천시 송내동,82,178,77.575833,1014743620,15300000,0.095921148,3,3075833,학사,학생
권금주,F,대구 북구 고성동1가,65,172,73.5775,1036607862,16600000,2.366473851,7,1077500,학사,자영업
김종수,M,경기 의정부시 신곡2동,74,180,68.578333,1045850168,3900000,59.77836023,8,1078333,대퇴,자영업
임희경,F,경기 파주시 파주읍,33,137,53.579167,1090075349,55800000,177.5277825,3,8079167,대퇴,무직
박정자,F,경기 고양시 일산1동,49,154,70.08,1051379476,473000000,868.2563284,3,80000,대재,학생
서막예,F,경기 부천시 괴안동,40,146,74.580833,1080820828,24300000,3.218967694,4,8080833,중졸,자영업
김점순,F,경기 파주시 광탄면,43,145,65.581667,1069177504,15500000,32.71940472,4,8081667,학사,회사원
박선아,F,경남 창녕군 남지읍,57,167,76.0825,1081211747,21600000,84.84162896,4,5082500,석사,무직
김성희,F,충북 청주시 봉명동,41,150,72.508333,1087954352,15300000,0.079642272,3,8008333,전문학사,무직
임용구,M,부산 사하구 다대1동,11,117,54.009167,1023331013,14200000,27.87352486,6,1009167,고졸,자영업
박정길,M,전남 여수시 고소동,47,148,73.01,1027983597,41000000,7.436857902,7,10000,고졸,회사원
서상기,M,서울 중랑구 망우동,48,144,75.533871,1098855942,19800000,21.84261185,4,6033871,대재,학생
김정옥,F,경기 안산시 선부3동,78,186,92.010833,1075514774,143500000,292.6678047,3,8010833,대퇴,학생
유진선,F,부산 수영구 광안1동,46,156,75.511667,1063523324,41400000,1.392933152,3,5011667,학사,회사원
표연길,F,전남 목포시 산정3동,75,173,85.013333,1094540434,3400000,0.142309026,5,8013333,고졸,강사
정미영,F,경기 화성시 팔탄면,81,191,90.514167,1034522933,10200000,69.73691407,9,14167,기타,무직
유도라,F,전남 무안군 일로읍,70,166,75.015,1042131223,16900000,76.06787595,4,3015000,대재,자영업
