,IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int1,total_int2,total_int3
3688,3688,박**,제주특별자치도,*****,*****,외선전공,019-091-****,*****@yu.com,zi,10.206.18.20,410079**********,2004-04-12,951672,947,4089
3689,3689,주**,대구광역시,*****,*****,장기 부사관 및 준위,044-998-****,*****@gimgweon.com,jeongsigbag,10.41.2.71,601121**********,1977-06-12,708890,56,2110
3690,3690,이**,인천광역시,*****,*****,광석 및 석제품 가공기 조작원,055-563-****,*****@nate.com,ryujaeho,172.26.231.216,213163**********,2017-08-20,891167,505,9033
3691,3691,장**,제주특별자치도,*****,*****,보건위생 및 환경 검사원,010-0486-****,*****@hotmail.com,gwangsu65,172.19.239.166,354438**********,1975-02-03,134186,590,841
3692,3692,이**,전라남도,*****,*****,관세행정 사무원,053-049-****,*****@hongna.net,oyeji,192.168.202.188,601177**********,2004-02-03,897927,534,2635
3693,3693,류**,강원도,*****,*****,인문과학 연구원,063-787-****,*****@yangcoe.com,gimcaeweon,192.168.184.244,343260**********,2003-02-28,760762,34,9571
3694,3694,김**,경기도,*****,*****,기타 섬유 및 가죽 관련 기능 종사원,017-784-****,*****@hotmail.com,seoyeon65,192.168.92.150,354897**********,1994-10-04,830722,456,5991
3695,3695,임**,충청북도,*****,*****,기타 의복 제조원,044-661-****,*****@hanmail.net,gimareum,192.168.223.245,370000**********,2017-05-10,450066,147,4525
3696,3696,김**,대전광역시,*****,*****,자동차 부분품 조립원,051-976-****,*****@iha.org,minseogson,192.168.154.193,358474**********,1973-12-01,39449,937,7012
3697,3697,강**,전라북도,*****,*****,세무사,019-685-****,*****@dreamwiz.com,ni,192.168.202.34,267634**********,2003-07-29,689776,845,2144
3698,3698,김**,대전광역시,*****,*****,출납창구 사무원,064-766-****,*****@ju.net,gimjunhyeog,192.168.45.192,353998**********,1992-11-28,182344,922,1125
3699,3699,김**,울산광역시,*****,*****,화가 및 조각가,032-381-****,*****@ju.com,gi,192.168.96.35,340242**********,2001-08-04,183292,479,4213
3700,3700,김**,경기도,*****,*****,냉/난방 관련 설비 조작원,054-751-****,*****@dreamwiz.com,isanghyeon,172.22.93.152,588639**********,1979-05-13,928646,202,3644
3701,3701,박**,충청북도,*****,*****,유치원 교사,053-462-****,*****@gmail.com,mgu,10.56.197.48,469283**********,2012-07-22,154504,193,1538
3702,3702,김**,울산광역시,*****,*****,섀시 조립 및 설치원,032-000-****,*****@gangcoe.com,ngim,172.16.160.106,549672**********,2020-08-24,564427,767,9054
3703,3703,서**,대전광역시,*****,*****,해외 영업원,043-708-****,*****@dreamwiz.com,myeongsugcoe,192.168.81.195,468366**********,1993-08-16,807689,564,6230
3704,3704,서**,충청남도,*****,*****,통계관련 사무원,017-600-****,*****@naver.com,gimyeweon,10.134.244.187,347804**********,1996-09-01,570692,292,3464
3705,3705,김**,서울특별시,*****,*****,양장 및 양복 제조원,042-685-****,*****@oseo.org,yeongsujang,172.24.135.150,604967**********,1999-02-02,142036,609,9583
3706,3706,문**,대전광역시,*****,*****,경비원,018-226-****,*****@honggim.kr,egim,10.141.119.115,213153**********,1984-06-25,887665,360,6876
3707,3707,김**,전라북도,*****,*****,전기 부품 및 제품제조 기계조작원,042-124-****,*****@hotmail.com,areum70,10.24.112.211,604909**********,1970-03-08,547889,21,4075
3708,3708,박**,대전광역시,*****,*****,발전 및 배전장치 조작원,031-046-****,*****@daum.net,ogim,10.13.169.145,303417**********,2015-03-23,584531,747,1542
3709,3709,박**,인천광역시,*****,*****,한의사,02-7139-****,*****@iseo.com,gimjihye,172.29.105.171,489979**********,1998-03-18,600239,708,5504
3710,3710,민**,전라북도,*****,*****,귀금속 및 보석 세공원,018-394-****,*****@yu.org,xan,10.77.184.139,357719**********,2011-11-17,373267,322,1194
3711,3711,최**,세종특별자치시,*****,*****,약사 및 한약사,063-010-****,*****@gimigim.com,ryujeongho,192.168.220.108,650743**********,2020-09-06,693269,319,2534
3712,3712,박**,경기도,*****,*****,낙농업관련 종사원,010-8103-****,*****@nate.com,jiweonan,172.16.123.10,353040**********,2004-10-30,683270,61,5471
3713,3713,김**,강원도,*****,*****,국악 및 전통예능인,051-510-****,*****@gmail.com,nsong,192.168.31.175,180009**********,1980-09-27,513614,843,2123
3714,3714,박**,경상북도,*****,*****,조림/영림 및 벌목원,032-645-****,*****@ju.com,jungsui,192.168.45.105,422104**********,1989-10-05,568753,448,9617
3715,3715,오**,서울특별시,*****,*****,기타 식품가공관련 종사원,054-385-****,*****@songjanggang.kr,gimhyeonji,172.25.131.7,489496**********,2002-02-22,292635,525,4181
3716,3716,이**,충청남도,*****,*****,항공기 조종사,070-3984-****,*****@hanmail.net,sonjongsu,10.28.150.151,351583**********,1996-08-03,603755,928,9762
3717,3717,하**,세종특별자치시,*****,*****,매장계산원 및 요금정산원,054-989-****,*****@munsim.kr,bi,172.28.221.25,401772**********,1981-03-07,696015,976,7074
3718,3718,황**,인천광역시,*****,*****,제관원,011-820-****,*****@bagi.kr,ii,192.168.227.212,442239**********,2012-04-06,417237,829,8171
3719,3719,김**,경상남도,*****,*****,무용가 및 안무가,010-2510-****,*****@jangim.kr,rgang,172.25.253.172,459896**********,1979-02-15,16232,187,9333
3720,3720,황**,제주특별자치도,*****,*****,산업전공,062-191-****,*****@ju.com,seoyeongi,172.23.180.117,601191**********,1982-05-02,105897,594,1414
3721,3721,박**,광주광역시,*****,*****,기타 미용관련 서비스 종사원,017-156-****,*****@coegim.com,seongmin41,10.19.21.255,402803**********,1974-10-08,144940,935,2181
3722,3722,강**,인천광역시,*****,*****,사서 및 기록물관리사,019-264-****,*****@gimjeong.com,ihyeonjeong,10.13.112.13,351861**********,1975-04-05,114842,654,8707
3723,3723,이**,세종특별자치시,*****,*****,법무사 및 집행관,041-736-****,*****@hotmail.com,bno,172.21.20.76,425809**********,1978-06-01,567426,968,7081
3724,3724,이**,부산광역시,*****,*****,치과 의사,041-397-****,*****@gmail.com,sangho58,10.10.5.52,465628**********,1984-06-01,524203,924,8440
3725,3725,김**,전라남도,*****,*****,고무 및 플라스틱 제품 조립원,051-007-****,*****@daum.net,gujimin,10.255.83.97,354696**********,2009-10-06,810485,411,5524
3726,3726,장**,충청남도,*****,*****,대학 교수,044-519-****,*****@baggim.org,jeongsu22,10.80.230.244,180043**********,1992-07-25,571585,250,2648
3727,3727,장**,경상북도,*****,*****,영양사,019-457-****,*****@ojeonghan.com,cajeongsug,192.168.64.226,379428**********,2014-08-25,966607,93,4053
3728,3728,문**,전라남도,*****,*****,금속가공관련 제어장치 조작원,052-224-****,*****@hotmail.com,yeweon03,10.240.255.224,429542**********,1972-01-04,176854,143,7040
3729,3729,홍**,강원도,*****,*****,판금원,016-197-****,*****@hongcoe.net,tgim,10.195.55.129,304949**********,2014-07-31,443521,875,930
3730,3730,윤**,경상남도,*****,*****,피부미용 및 체형관리사,054-637-****,*****@goyang.com,ybag,172.21.151.149,502097**********,1978-09-16,553253,739,3709
3731,3731,박**,충청남도,*****,*****,자연과학 시험원,064-700-****,*****@nate.com,egang,172.17.192.19,436259**********,1971-08-08,435119,122,9854
3732,3732,김**,부산광역시,*****,*****,정부 및 공공 행정 전문가,032-492-****,*****@hwangii.com,nsong,192.168.45.173,353334**********,2014-11-06,622733,709,5522
3733,3733,김**,강원도,*****,*****,건축 도장공,044-089-****,*****@live.com,dgang,10.11.137.67,359906**********,1972-11-18,329377,742,2667
3734,3734,이**,세종특별자치시,*****,*****,조세행정 사무원,019-165-****,*****@coehong.kr,ryusangceol,192.168.36.235,226418**********,1974-07-11,38130,191,3585
3735,3735,안**,충청남도,*****,*****,냉동/냉장 /공조기 설치 및 정비원,042-984-****,*****@iigim.kr,jeongsig04,10.157.249.180,639037**********,1991-02-12,502664,919,2333
3736,3736,황**,울산광역시,*****,*****,매장계산원 및 요금정산원,044-070-****,*****@gimyang.com,iyeongsun,10.219.98.73,180034**********,1990-07-12,605596,548,7615
3737,3737,이**,세종특별자치시,*****,*****,의지보조기기사,02-2582-****,*****@hanmail.net,jeongjayang,10.165.125.98,351234**********,2016-11-05,512065,860,2288
3738,3738,김**,울산광역시,*****,*****,금융관련 사무원,041-158-****,*****@yu.com,gimminjae,172.19.204.231,460742**********,2004-03-23,617224,227,266
3739,3739,김**,전라남도,*****,*****,식품공학 기술자 및 연구원,031-207-****,*****@bagryu.kr,coesanghun,10.138.225.185,489291**********,1985-12-23,465969,32,6126
3740,3740,유**,세종특별자치시,*****,*****,장기 부사관 및 준위,063-119-****,*****@yui.com,jinho88,192.168.64.160,461833**********,2020-05-12,287909,477,7310
3741,3741,주**,전라북도,*****,*****,펄프 및 종이 제조장치 조작원,019-989-****,*****@baeseongha.kr,gyeonghyicoe,172.28.176.180,351155**********,2011-03-20,695746,441,4091
3742,3742,한**,세종특별자치시,*****,*****,기술 및 기능계 강사,018-035-****,*****@nate.com,hyeonu85,192.168.167.112,344140**********,1984-03-20,565833,237,1188
3743,3743,김**,충청북도,*****,*****,무인 경비원,052-503-****,*****@jusighoesa.kr,njin,192.168.187.140,213195**********,1972-11-17,11003,264,1078
3744,3744,이**,울산광역시,*****,*****,관세행정 사무원,051-548-****,*****@hanmail.net,ugim,10.155.39.14,304971**********,2019-11-16,510858,158,5417
3745,3745,남**,충청북도,*****,*****,기자 및 논설위원,042-808-****,*****@hanmail.net,bagjaeho,192.168.102.86,356320**********,1972-07-17,833139,503,8203
3746,3746,남**,부산광역시,*****,*****,상/하수도 처리장치 조작원,019-106-****,*****@nate.com,ccoe,172.24.166.92,213151**********,2006-11-28,437347,383,8581
3747,3747,진**,울산광역시,*****,*****,판금기 조작원,032-334-****,*****@yuhanhoesa.org,yeonghwan59,10.43.56.66,546935**********,2002-05-25,861755,657,6372
3748,3748,서**,강원도,*****,*****,통신 및 방송송출 장비 기사,033-111-****,*****@daum.net,dgim,172.26.144.134,233444**********,1972-01-01,587481,639,5202
3749,3749,김**,경상북도,*****,*****,임상병리사,051-238-****,*****@dreamwiz.com,jia37,172.21.190.224,424231**********,2007-10-10,838274,687,9474
3750,3750,양**,인천광역시,*****,*****,무용가 및 안무가,018-547-****,*****@dreamwiz.com,seojun63,192.168.136.193,373358**********,1978-02-18,535449,680,4722
3751,3751,최**,부산광역시,*****,*****,산업안전 및 위험 관리원,032-453-****,*****@bagcoegim.org,jiyeongca,172.17.193.154,443477**********,1972-10-11,871111,475,4767
3752,3752,김**,제주특별자치도,*****,*****,단조원,031-875-****,*****@daum.net,fgim,10.6.219.86,359058**********,1984-05-08,305960,573,3844
3753,3753,김**,강원도,*****,*****,캐드원,042-298-****,*****@imseobae.com,gimsumin,192.168.76.166,418974**********,2001-08-27,97458,638,6209
3754,3754,김**,경기도,*****,*****,촬영기사,055-970-****,*****@gimbag.kr,ubag,172.28.231.135,350684**********,1978-06-02,655351,102,4797
3755,3755,서**,울산광역시,*****,*****,관제사,053-898-****,*****@daum.net,coemigyeong,172.20.106.37,501850**********,1975-10-03,11661,59,4922
3756,3756,이**,충청북도,*****,*****,금속기계부품 조립원,043-128-****,*****@jusighoesa.kr,yunseo70,10.108.254.21,347793**********,2019-12-28,698439,712,2774
3757,3757,김**,강원도,*****,*****,사회복지관련 관리자,019-432-****,*****@yuhanhoesa.kr,hyeonjigim,172.18.208.51,432079**********,1976-04-06,192429,861,5690
3758,3758,김**,울산광역시,*****,*****,기타 석유 및 화학물 가공장치 조작원,063-561-****,*****@nate.com,yeonghwan68,10.5.29.90,180076**********,2016-12-10,746529,581,3952
3759,3759,최**,부산광역시,*****,*****,패턴사,033-140-****,*****@hotmail.com,angyeonghyi,192.168.150.13,346346**********,2006-09-01,188182,912,5891
3760,3760,이**,인천광역시,*****,*****,가스/에너지 기술자 및 연구원,055-333-****,*****@live.com,fgim,192.168.32.83,407964**********,2001-09-20,280878,892,3432
3761,3761,오**,부산광역시,*****,*****,치과위생사,062-780-****,*****@yuhanhoesa.org,iyujin,172.19.232.163,352135**********,1970-05-22,230838,29,4704
3762,3762,김**,광주광역시,*****,*****,기타 배달원,070-3927-****,*****@naver.com,ison,172.17.64.232,501836**********,2005-07-28,444221,89,7050
3763,3763,이**,경상북도,*****,*****,마술사 및 기타 문화/ 예술 관련 종사자,031-676-****,*****@jangigang.kr,agim,192.168.247.255,495273**********,1991-05-09,400892,859,1045
3764,3764,강**,부산광역시,*****,*****,법률관련 사무원,02-0969-****,*****@yangbaeg.org,qbag,10.5.151.208,357473**********,1984-03-10,790920,477,904
3765,3765,김**,대전광역시,*****,*****,자연과학 시험원,051-855-****,*****@live.com,seongjingim,192.168.72.154,523598**********,2013-10-23,954956,988,9922
3766,3766,엄**,전라북도,*****,*****,선장/항해사 및 도선사,042-431-****,*****@dreamwiz.com,ieunji,172.31.117.176,676346**********,1975-02-02,26553,65,1043
3767,3767,박**,경기도,*****,*****,어부 및 해녀,017-528-****,*****@naver.com,pi,192.168.209.4,601185**********,1988-12-28,416495,556,4767
3768,3768,서**,전라북도,*****,*****,농림어업관련 단순 종사원,070-9480-****,*****@gmail.com,mi,10.210.107.41,601175**********,1989-05-20,674409,699,5736
3769,3769,김**,전라남도,*****,*****,기타 행정 및 경영지원 관리자,010-9775-****,*****@hanmail.net,junho77,192.168.166.11,455760**********,1995-10-30,588786,39,3509
3770,3770,이**,서울특별시,*****,*****,조사 전문가,033-159-****,*****@gimi.org,yeongceolbaeg,172.18.11.150,213198**********,1970-12-08,499038,739,681
3771,3771,임**,전라남도,*****,*****,조세행정 사무원,02-8631-****,*****@yuhanhoesa.net,yeeun50,10.237.176.123,406579**********,1981-09-15,599935,496,7840
3772,3772,이**,경기도,*****,*****,바텐더,041-579-****,*****@ani.net,yeongsug50,10.142.231.208,601169**********,1985-06-23,471745,196,6311
3773,3773,서**,강원도,*****,*****,간호조무사,018-201-****,*****@live.com,junseo37,192.168.253.217,372016**********,1976-12-31,930135,834,1411
3774,3774,안**,경상북도,*****,*****,네트워크시스템 개발자,053-049-****,*****@naver.com,zi,192.168.12.158,451754**********,1978-03-03,978358,43,2143
3775,3775,이**,대구광역시,*****,*****,국가/지방 및 공공행정 사무원,070-6478-****,*****@gimii.com,bi,10.118.144.233,511416**********,1996-11-14,156797,319,3871
3776,3776,김**,광주광역시,*****,*****,인사 및 노사 관련 전문가,043-483-****,*****@yuhanhoesa.kr,jeongsun73,10.26.192.211,653526**********,2010-12-08,29053,983,8180
3777,3777,주**,인천광역시,*****,*****,화학물 가공장치 조작원,016-425-****,*****@gmail.com,ai,10.185.197.34,357175**********,1990-01-27,818317,201,7856
3778,3778,권**,부산광역시,*****,*****,세탁원 및 다림질원,054-702-****,*****@dreamwiz.com,yeongjin45,172.25.76.251,302498**********,1978-04-09,318920,402,8367
3779,3779,최**,전라남도,*****,*****,기타 배관공,044-892-****,*****@hotmail.com,iseo,10.134.203.60,357352**********,1997-02-04,48899,406,8562
3780,3780,이**,부산광역시,*****,*****,자동차 조립원,062-859-****,*****@yuhanhoesa.kr,agim,192.168.42.105,379687**********,1999-04-14,17104,981,3146
3781,3781,오**,세종특별자치시,*****,*****,,018-923-****,*****@igim.com,yeongilheo,10.198.135.22,180063**********,2019-02-09,709580,236,7574
3782,3782,김**,전라남도,*****,*****,의회의원/고위공무원 및 공공단체임원,043-173-****,*****@live.com,cbaeg,10.52.89.235,475908**********,2003-12-16,590653,910,4827
3783,3783,최**,충청남도,*****,*****,경찰관,055-098-****,*****@jusighoesa.net,ki,172.17.180.38,268367**********,1989-10-14,619945,208,6858
3784,3784,곽**,대구광역시,*****,*****,건설 및 광업 관련 관리자,019-285-****,*****@hanmail.net,seongsui,172.25.204.130,357748**********,2015-08-27,733101,307,5344
3785,3785,김**,대전광역시,*****,*****,환경/청소 및 경비 관련 관리자,063-126-****,*****@gmail.com,bagseongho,192.168.91.243,487346**********,2002-02-13,778103,864,3964
3786,3786,권**,서울특별시,*****,*****,화학공학 시험원,02-9043-****,*****@nate.com,gyeongsui,10.107.153.224,435412**********,2015-09-02,327449,389,7779
3787,3787,이**,인천광역시,*****,*****,자동차 영업원,019-331-****,*****@bagjobag.net,ison,172.23.150.140,426026**********,1980-09-25,150641,562,3274
3788,3788,윤**,강원도,*****,*****,화학제품 생산기 조작원,051-467-****,*****@dreamwiz.com,gyeongsugang,10.119.56.245,271219**********,1988-09-14,38034,225,6727
3789,3789,박**,충청북도,*****,*****,식품/섬유 공학 및 에너지 시험원,052-580-****,*****@jusighoesa.com,esong,172.19.127.123,440271**********,1996-11-13,716524,964,3625
3790,3790,김**,경기도,*****,*****,화학물 가공장치 조작원,054-251-****,*****@jeoni.com,seojungim,172.18.167.245,484481**********,2020-12-07,824526,24,2288
3791,3791,이**,경상북도,*****,*****,경량 철골공,031-065-****,*****@hotmail.com,qeom,192.168.226.153,213149**********,1992-10-19,813454,216,3996
3792,3792,이**,전라남도,*****,*****,치과위생사,010-3945-****,*****@hotmail.com,coejeongsig,192.168.233.175,444116**********,2020-07-16,787018,879,6096
3793,3793,고**,강원도,*****,*****,임산물채취 및 기타 임업 관련 종사원,064-774-****,*****@daum.net,seongjin62,192.168.189.165,371215**********,1980-11-22,702307,138,6675
3794,3794,주**,세종특별자치시,*****,*****,단조기 조작원,054-203-****,*****@daum.net,jeongnam30,10.235.107.81,576553**********,1989-09-26,108264,387,9916
3795,3795,김**,충청남도,*****,*****,보험 및 금융 상품 개발자,017-211-****,*****@dreamwiz.com,gimhyeonjun,10.243.158.227,302762**********,2000-03-18,392359,448,5107
3796,3796,박**,전라남도,*****,*****,작가 및 관련 전문가,017-096-****,*****@dreamwiz.com,jiweon28,192.168.110.15,265214**********,2011-11-20,735202,100,8067
3797,3797,이**,제주특별자치도,*****,*****,주조원,016-982-****,*****@ii.kr,gimseoyeong,10.84.170.103,228852**********,2004-07-04,370256,480,8749
3798,3798,엄**,부산광역시,*****,*****,무역 사무원,055-054-****,*****@yu.com,jeongsu81,192.168.22.169,377476**********,1991-09-13,819354,291,3647
3799,3799,김**,충청남도,*****,*****,간호사,062-739-****,*****@naver.com,gimyeongjin,172.16.85.166,358670**********,2014-01-19,489260,492,4164
3800,3800,박**,울산광역시,*****,*****,무용가 및 안무가,017-277-****,*****@gmail.com,hwangseonghyeon,10.56.190.131,558145**********,2005-05-16,107358,238,9074
3801,3801,박**,세종특별자치시,*****,*****,금속가공관련 제어장치 조작원,053-849-****,*****@yunyubag.com,yeongmisong,172.29.68.101,604406**********,1985-10-26,361657,698,9641
3802,3802,김**,대전광역시,*****,*****,농림어업관련 단순 종사원,063-906-****,*****@yuhanhoesa.kr,ogsungim,192.168.165.209,341523**********,1982-05-11,595493,749,5618
3803,3803,김**,충청남도,*****,*****,공업 배관공,018-036-****,*****@yu.org,yeongsuni,172.16.152.226,477783**********,2014-01-06,475104,530,9212
3804,3804,김**,대전광역시,*****,*****,제빵원 및 제과원,031-681-****,*****@live.com,yeonghwani,172.29.114.241,457277**********,2021-05-15,918873,318,5051
3805,3805,최**,전라북도,*****,*****,관제사,018-262-****,*****@gmail.com,seojeongnam,172.16.62.43,539369**********,2013-11-29,230453,579,6486
3806,3806,김**,충청북도,*****,*****,직조기 및 편직기 조작원,052-250-****,*****@naver.com,abag,192.168.77.112,676257**********,2003-04-02,642989,448,4706
3807,3807,오**,세종특별자치시,*****,*****,패션 디자이너,02-6736-****,*****@daum.net,zgang,10.253.11.168,358327**********,1984-10-25,222200,360,4227
3808,3808,김**,강원도,*****,*****,기타 서비스관련 단순 종사원,053-469-****,*****@dreamwiz.com,yunjeongja,192.168.37.174,494546**********,1997-08-31,957476,254,9998
3809,3809,안**,대전광역시,*****,*****,표백 및 염색 관련 조작원,053-561-****,*****@gmail.com,sseo,10.227.84.136,373502**********,2006-02-18,357935,348,4853
3810,3810,장**,광주광역시,*****,*****,금속가공 기계조작원,010-1698-****,*****@hanjogim.com,imisug,10.71.23.1,658373**********,1999-12-16,529790,830,595
3811,3811,이**,인천광역시,*****,*****,지휘자/작곡가 및 연주가,016-825-****,*****@yuhanhoesa.com,gi,192.168.233.201,358061**********,1993-05-05,981900,265,6260
3812,3812,김**,광주광역시,*****,*****,기타 여가 및 스포츠 관련 종사원,063-851-****,*****@jusighoesa.kr,hanyeeun,10.85.232.157,353826**********,1983-05-21,687174,697,2644
3813,3813,한**,경기도,*****,*****,기타 제조관련 기계 조작원,063-133-****,*****@gmail.com,jungsu90,172.29.182.74,601162**********,1973-12-23,589056,890,8151
3814,3814,김**,대구광역시,*****,*****,주조기 조작원,051-958-****,*****@yuhanhoesa.com,baghyeonjun,172.17.222.243,579497**********,2012-07-03,94809,99,5050
3815,3815,장**,강원도,*****,*****,영양사,041-662-****,*****@ii.com,jeongnam18,10.167.84.164,455188**********,2009-12-28,83166,615,8652
3816,3816,한**,경상북도,*****,*****,경찰관,061-955-****,*****@gmail.com,sumincoe,10.237.99.109,424735**********,2020-06-26,686595,663,1606
3817,3817,오**,부산광역시,*****,*****,모피 및 가죽의복 제조원,054-837-****,*****@jusighoesa.com,gimyeji,10.175.83.163,222287**********,2004-08-11,117502,991,3558
3818,3818,김**,서울특별시,*****,*****,기타 여가 및 스포츠 관련 종사원,018-116-****,*****@yuhanhoesa.kr,igim,172.27.139.230,213175**********,2012-10-09,794608,404,5683
3819,3819,이**,경상남도,*****,*****,보험 설계사 및 간접투자증권 판매인,019-941-****,*****@live.com,jiyeon84,10.0.126.2,352646**********,1976-09-20,231442,685,6507
3820,3820,김**,울산광역시,*****,*****,택배원,061-687-****,*****@baggim.org,pjeong,192.168.242.199,348834**********,2011-11-23,991379,351,2207
3821,3821,김**,인천광역시,*****,*****,경찰관,041-979-****,*****@naver.com,yeongja34,192.168.242.47,418607**********,2014-05-27,49786,528,1400
3822,3822,이**,대구광역시,*****,*****,재활용 처리 및 소각로 조작원,070-4504-****,*****@ju.org,wjang,10.216.117.198,462376**********,1973-02-01,425716,818,877
3823,3823,김**,제주특별자치도,*****,*****,가수 및 성악가,041-158-****,*****@gimbagbae.net,zgim,192.168.228.249,404335**********,2000-06-18,175317,327,6286
3824,3824,최**,경상북도,*****,*****,기타 판매관련 단순 종사원,053-239-****,*****@igimgweon.net,yejini,192.168.3.228,302034**********,2012-05-11,280463,963,3268
3825,3825,윤**,제주특별자치도,*****,*****,선박 정비원,044-421-****,*****@gmail.com,jihyeon61,192.168.56.247,604638**********,1982-05-07,261588,663,646
3826,3826,김**,충청남도,*****,*****,가전제품 설치 및 수리원,011-964-****,*****@jigimbag.com,yeongsug99,192.168.86.118,357137**********,1985-06-08,649012,715,6849
3827,3827,이**,광주광역시,*****,*****,손해사정인,019-919-****,*****@iseongseo.org,gimbyeongceol,10.26.111.107,443128**********,1993-08-26,987592,717,5082
3828,3828,하**,경상남도,*****,*****,운송장비 조립원,042-342-****,*****@daum.net,yjang,172.25.191.14,354686**********,2000-04-26,826498,560,4152
3829,3829,이**,광주광역시,*****,*****,기업고위임원,033-203-****,*****@live.com,byeongceoljin,172.23.239.75,352032**********,1998-10-21,934809,225,7461
3830,3830,박**,경상북도,*****,*****,오락시설 서비스원,062-905-****,*****@bagjanggim.net,jinho43,172.25.133.23,213186**********,2017-08-07,348743,392,5290
3831,3831,박**,부산광역시,*****,*****,대학 시간강사,042-829-****,*****@gmail.com,ii,172.30.98.179,559304**********,1999-10-05,79294,909,4041
3832,3832,최**,전라남도,*****,*****,플라스틱제품 생산기 조작원,011-591-****,*****@naver.com,jeongung72,172.28.246.30,657223**********,1983-10-02,428805,859,8160
3833,3833,김**,인천광역시,*****,*****,양식 주방장 및 조리사,044-184-****,*****@yu.com,ijeonghun,10.87.39.121,377189**********,2001-08-12,871384,202,6590
3834,3834,서**,경상남도,*****,*****,청원 경찰,051-705-****,*****@hotmail.com,ihyeonjeong,192.168.7.229,353089**********,2018-12-23,595631,830,9430
3835,3835,박**,대구광역시,*****,*****,감독 및 기술감독,011-582-****,*****@daum.net,gimgyeongja,192.168.162.214,444065**********,1984-07-16,687573,503,6907
3836,3836,백**,제주특별자치도,*****,*****,전자공학 기술자 및 연구원,053-811-****,*****@nate.com,cunja20,172.23.52.107,180098**********,2012-07-22,150159,73,1478
3837,3837,이**,전라남도,*****,*****,식품공학 기술자 및 연구원,043-030-****,*****@nate.com,dbag,192.168.191.115,303637**********,1975-09-03,617117,60,8692
3838,3838,서**,경기도,*****,*****,통역가,064-746-****,*****@naver.com,gimjeongho,10.132.85.250,301140**********,1996-09-25,926508,313,6614
3839,3839,안**,경상북도,*****,*****,기타 건설/전기 및 생산 관련 관리자,016-150-****,*****@yu.com,gimmigyeong,192.168.217.26,351341**********,1995-02-06,163447,725,9376
3840,3840,김**,광주광역시,*****,*****,한식 주방장 및 조리사,02-0254-****,*****@yuhanhoesa.com,baegseoyun,192.168.209.58,354572**********,1983-11-01,666367,944,7009
3841,3841,오**,경기도,*****,*****,판금기 조작원,070-7311-****,*****@eomgim.com,ki,172.25.2.185,352142**********,2009-10-21,933685,647,583
3842,3842,김**,세종특별자치시,*****,*****,안마사,061-217-****,*****@iibag.com,gyeongjai,172.21.181.86,180010**********,1979-12-20,326504,496,9482
3843,3843,지**,제주특별자치도,*****,*****,청원 경찰,051-346-****,*****@gimjin.com,yejio,192.168.33.131,418300**********,1999-10-26,643852,268,9063
3844,3844,이**,충청남도,*****,*****,기타 서비스관련 단순 종사원,064-758-****,*****@gimibag.com,gweonyeongsun,10.214.223.27,410572**********,1990-02-19,479339,145,7790
3845,3845,최**,경기도,*****,*****,기타 운송장비 정비원,033-280-****,*****@yu.com,icaeweon,192.168.180.6,304207**********,1992-07-21,523181,408,238
3846,3846,서**,서울특별시,*****,*****,중/고등학교 교사,061-813-****,*****@live.com,idoyun,10.180.245.238,460820**********,1971-11-28,184142,802,1737
3847,3847,이**,광주광역시,*****,*****,소방관,031-820-****,*****@ju.com,yeongjai,172.28.12.166,350706**********,1978-08-18,59184,200,7506
3848,3848,이**,광주광역시,*****,*****,자동차 영업원,017-434-****,*****@dreamwiz.com,ugweon,192.168.240.248,213130**********,1994-03-21,650620,512,6127
3849,3849,김**,경상북도,*****,*****,기타 비금속제품관련 생산기 조작원,042-914-****,*****@songbagji.org,sunja76,10.232.88.21,654882**********,2010-12-16,246621,437,3566
3850,3850,임**,충청남도,*****,*****,미장공,041-059-****,*****@naver.com,myeongjabag,10.168.226.63,180075**********,2009-11-12,440178,908,9477
3851,3851,김**,경기도,*****,*****,청원 경찰,053-042-****,*****@gimbae.org,seoyunbag,172.27.146.207,347972**********,1971-11-05,493556,80,4904
3852,3852,허**,울산광역시,*****,*****,화물열차 차장 및 관련 종사원,064-723-****,*****@daum.net,yeongsujang,192.168.9.56,654602**********,2016-07-24,414427,192,1113
3853,3853,우**,경상북도,*****,*****,경찰관,054-989-****,*****@bagu.com,myeongja79,192.168.173.253,499953**********,1989-01-10,803056,85,6824
3854,3854,서**,제주특별자치도,*****,*****,배관 세정원 및 방역원,051-761-****,*****@seoi.kr,jongsu01,172.25.32.26,302521**********,1982-01-15,140721,41,9026
3855,3855,박**,충청북도,*****,*****,한식 주방장 및 조리사,062-636-****,*****@hanmail.net,haeun53,10.221.187.38,656038**********,1974-02-13,128146,58,3720
3856,3856,곽**,강원도,*****,*****,총무 사무원,061-744-****,*****@iigim.com,cunjao,192.168.42.237,301620**********,1994-06-15,491179,775,6140
3857,3857,최**,경상남도,*****,*****,환경 미화원 및 재활용품 수거원,051-620-****,*****@ju.com,junho66,172.28.116.143,224866**********,1992-04-08,532230,294,3851
3858,3858,이**,제주특별자치도,*****,*****,장학관/연구관 및 교육 관련 전문가,016-875-****,*****@ju.org,seonghyeon96,172.29.145.174,409784**********,1981-01-24,612716,896,7564
