이름,주소,신장,체중,휴대폰번호,학력,직업,월소득
이봉주,경기 용인시 고림동,170,70.1,1081825893,석사,무직,1051667
강숙현,경남 마산시 홍문동,132,49,1071333981,석사,학생,1021667
김진하,경북 문경시 농암면,146,66,1073815659,고졸,전문직,1030000
홍영숙,경기 부천시 소사본3동,163,77.6,1010455524,전문학사,주부,8065833
고복만,경북 포항시 용흥동,163,70.1,1093038035,학사,자영업,8066667
강현귀,서울 성북구 정릉1동,149,70,1018428540,이학박사,강사,41667
정찬기,경기 고양시 덕이동,169,69,1085233435,고졸,회사원,47500
홍봉현,경기 성남시 운중동,180,92,1026954541,대퇴,회사원,1024167
송미영,경남 창원시 반림동,179,71.1,1061311575,대재,강사,1050000
염점조,경기 성남시 수내동,173,81.1,1039934179,석사,전문직,64167
전경애,서울 서대문구 홍은동,168,71.1,1050842280,초졸,강사,8077500
문용봉,경남 함안군 칠원면,148,68,1026599945,석사,학생,1011667
김순영,인천 남구 주안6동,183,85.6,1070519686,초졸,전문직,8055833
최희옥,강원 원주시 우산동,155,75.1,1027535705,학사,학생,8060833
안복남,강원 동해시 동회동,140,53,1030601889,석사,주부,14167
김규월,경기 안산시 이동,157,83,1081724364,학사,무직,8018333
김영철,경기 안양시 안양3동,169,81.5,1029418709,전문학사,자영업,21667
김평기,서울 강남구 일원동,153,61.5,1069919625,학사,학생,16667
한동문,경기 고양시 일산3동,178,78.1,1083551897,대퇴,전문직,1072500
안윤자,경기 안산시 원곡동,148,74.5,1091473606,석사,주부,8031667
홍종호,경기 고양시 식사동,106,36.6,1091823127,기타,계열사직원,1071667
김영광,충남 천안시 두정동,166,69.5,1040535657,전문학사,회사원,1046667
김은재,서울 영등포구 당산동,148,64,1038281138,중졸,강사,2544610
전둔연,대구 달서구 도원동,114,47.6,1067636223,학사,학생,69167
박영숙,대전 서구 괴정동,140,66.1,1098812140,고졸,강사,71667
문양덕,경기 구리시 인창동,175,78.6,1060192380,대재,무직,8065833
박상복,경기 포천시 소흘읍,145,58.1,1081051584,대재,강사,1070833
조환구,부산 영도구 신선동,149,53.5,1040848199,대재,강사,12500
박용희,경기 고양시 일산2동,155,65.6,1082148026,대재,주부,1081667
권미옥,서울 강서구 방화2동,169,92.2,1015219931,학사,주부,9247820
전상열,경기 파주시 금촌2동,165,65,1081802958,고졸,강사,12500
한기석,충북 청주시 분평동,151,62.1,1096796624,대재,강사,3065238
이인기,서울 송파구 가락동,189,79.6,1098457743,석사,주부,1060000
장지원,경기 안성시 고삼면,163,75.4,1060090671,중졸,자영업,1358133
정유석,경기 고양시 마두2동 ,144,62.6,1083108251,전문학사,강사,3070000
최수연,서울 은평구 신사동,162,78.1,1018190729,고졸,주부,1055833
권기현,충남 당진군 당진읍,165,80.6,1089505030,고졸,회사원,1079167
김태철,전북 남원시 죽항동,148,56.5,1029522477,학사,자영업,22500
박은화,경기 파주시 금능동,174,86.6,1081302751,대재,회사원,61667
장기호,서울 용산구 한강로3가,169,83.6,1061346921,고졸,자영업,5075833
최영진,경기 고양시 성사동,166,70.6,1089566442,석사,주부,60000
사공옥임,경기 파주시 조리읍,147,66.5,1096787663,석사,학생,8038333
왕수웅,서울 서초구 서초4동,173,87.1,1065186511,석사,회사원,1075833
최창수,서울 동대문구 전농동,166,78,1075164306,석사,주부,1026667
성창용,경기 고양시 가좌동,129,49.1,1010878981,석사,회사원,63333
신영단,경기 고양시 일산3동,144,74,1050415974,대퇴,회사원,8027500
김주근,경기 고양시 덕이동,147,65.5,1026988034,고졸,회사원,1037500
황정옥,서울 강동구 고덕1동,134,54.6,1042057565,대재,주부,60833
조순선,경기 고양시 마두동,139,56,1016339989,이학박사,회사원,45833
이형옥,경기 수원시 북수동,98,43.6,1089760404,대퇴,주부,67500
민원용,충남 아산시 풍기동,175,67,1017700586,해외유학,자영업,1013333
유인경,대전 동구 가양1동,155,79,1066912099,대재,회사원,8024167
김정자,경기 안양시 석수1동,156,82.9,1037106685,고졸,자영업,9448423
김명숙,울산 남구 야음2동,164,70.6,1085695468,대재,회사원,8075000
김민호,경기 안산시 초지동,167,75.2,1036934940,기타,주부,2659777
유영임,인천 남동구 만수4동,166,80.1,1049051489,석사,무직,8076667
이종성,서울 서초구 반포2동,143,59,1092911782,전문학사,회사원,47500
유상희,경기 고양시 중산동,161,76.1,1017129496,대재,회사원,75833
박연재,경북 청도군 청도읍,141,72.5,1097379440,대재,회사원,1024167
유화자,서울 종로구 팔판동,146,73.5,1040211430,석사,주부,8042500
김소연,경기 고양시 마두1동,186,73.7,1013491829,고졸,학생,1213805
이수일,경북 포항시 이동,160,61.5,1047958622,석사,자영업,20000
김동수,서울 강남구 개포1동,175,63,1027459150,학사,무직,13333
양경임,전북 김제시 만경읍,174,85,1011754881,기타,주부,8019167
박경자,서울 서초구 방배1동,165,80.5,1064776002,대재,회사원,1027500
강미숙,경기 안산시 사동,185,80.5,1054639650,학사,회사원,1043333
윤병호,경기 고양시 풍동,154,81.5,1060392932,중졸,자영업,4489339
박용자,충북 단양군 단성면,157,75.1,1047775377,고졸,주부,70000
최숙자,서울 광진구 중곡1동,164,79.6,1016638730,기타,주부,8080000
이금자,인천 서구 마전동,145,81.6,1013404841,석사,무직,14645562
유현순,대전 서구 탄방동,153,79.1,1021069669,대퇴,강사,13074464
김주철,경기 고양시 덕이동,163,68.6,1097789429,대퇴,자영업,3060833
이승만,경기 김포시 풍무동,148,63.1,1016422365,학사,학생,3076667
이성우,경기 수원시 조원동,161,69,1077243812,전문학사,자영업,1030833
권중현,경남 거제시 신현읍,141,71.1,1020792499,고졸,학생,55000
장수석,경기 부천시 오정동,186,78.1,1014468796,석사,회사원,3059699
강영기,서울 서초구 우면동,158,62.5,1075135918,고졸,학생,1017500
박태화,충남 서산시 석림동,160,75.5,1059352416,석사,회사원,8026667
조영자,인천 옹진군 백령면,142,73.6,1072971419,대재,자영업,8066667
김성진,대구 수성구 만촌1동,145,72.6,1066306165,석사,학생,8077500
장근대,충남 태안군 태안읍,161,70.5,1059172378,중졸,주부,10454490
윤경도,경북 상주시 외남면,161,72.6,1088221901,대재,자영업,62500
김영옥,인천 남동구 간석4동,159,80.6,1049821802,기타,회사원,1067500
이경옥,충남 공주시 의당면,150,64.5,1031361967,대퇴,자영업,1045000
이동복,경기 고양시 마두동,169,69.6,1040925313,학사,주부,61667
박두점,제주 북제주군 애월읍,184,82.1,1062826940,중졸,자영업,50833
허진욱,전남 진도군 의신면,155,64.6,1091519849,대퇴,회사원,58333
신철,경기 고양시 마두동,171,64.1,1049600659,학사,강사,53333
오타관,대전 유성구 봉명동,170,69.1,1087860377,기타,주부,62500
박인갑,충남 보령시 남곡동,183,91,1040683591,석사,무직,8010000
노성덕,충북 청주시 가경동,149,85.3,1056886230,석사,자영업,8331100
김지희,서울 강서구 화곡1동,125,64.1,1011606584,석사,강사,5059167
정봉자,충남 당진군 합덕읍,162,78,1057821506,석사,무직,8022500
이용일,경기 고양시 가좌동,161,74.5,1046100034,기타,주부,3033333
유기동,서울 서대문구 북가좌동,154,59.5,1056365658,학사,전문직,10000
이종원,경기 고양시 마두1동,161,69.1,1040923156,전문학사,무직,1082500
이수길,서울 서초구 방배동,176,72.8,1021422951,전문학사,무직,2292652
권수원,부산 사하구 장림2동,164,82.4,1062295546,석사,자영업,2915205
김복남,울산 울주군 온산읍,177,80,1041115518,전문학사,회사원,8045833
장미정,서울 은평구 갈현2동,167,86.1,1049276502,기타,강사,7055000
박애순,서울 양천구 신정1동,146,59.5,1018943869,학사,자영업,12500
한봉수,대구 달성군 화원읍,141,67,1073787914,중졸,회사원,1036667
박성돈,경기 양주시 회암동,152,55.5,1081840181,고졸,자영업,45833
김선미,경기 고양시 풍동 ,150,71.4,1095061022,학사,무직,10949601
최경호,경기 고양시 성사동,165,72,1081308257,석사,자영업,1017500
장재곤,경기 고양시 고양동,144,65.5,1013120507,대재,자영업,1027500
이경덕,경기 포천시 소흘읍,163,89.1,1074569951,석사,무직,7076667
장기홍,인천 부평구 삼산동,175,73.1,1046537551,전문학사,학생,7075000
한승봉,인천 서구 연희동,131,57,1011615555,학사,회사원,3009167
이현천,인천 계양구 작전동,156,65.5,1034010907,대재,주부,23333
권영제,경기 고양시 백석동,161,74.5,1024764062,학사,학생,3024167
문정은,경기 고양시 일산4동,175,76.6,1038629441,전문학사,주부,2589247
김윤희,경기 김포시 통진읍,160,83.5,1028226677,대재,자영업,8017500
채은석,부산 서구 서대신동2가,147,81,1057351310,대퇴,무직,3011667
김옥경,경기 파주시 조리읍,155,61.5,1061976773,석사,회사원,8023333
조병남,경기 고양시 일산2동,165,70.7,1052572211,고졸,자영업,4742554
선성순,경기 양평군 강상면,151,58,1014322124,기타,무직,39167
방복순,경기 안산시 성곡동,148,73.1,1026965421,중졸,주부,59167
이원희,제주 남제주군 남원읍,164,64.5,1087915363,고졸,주부,40833
이향숙,서울 은평구 불광3동,153,62.5,1087563976,석사,주부,37500
김일화,부산 남구 문현1동,143,66,1066359099,초졸,무직,44167
이정옥,서울 서대문구 북가좌1동,170,83,1017427436,고졸,무직,1028333
박진숙,경기 안산시 초지동,158,74.1,1088900355,석사,주부,5059515
이숙경,경북 경산시 점촌동,133,62.7,1098164893,고졸,자영업,13730717
박종상,서울 영등포구 문래동3가,164,78,1087203406,대재,자영업,37500
김재근,경기 동두천시 지행동,145,70.6,1026422812,공학박사,주부,50000
김춘희,경기 고양시 주엽동,167,64.5,1084749517,학사,자영업,1011667
유숙연,경기 고양시 마두동,181,96.7,1035778459,학사,강사,10236580
황의홍,울산 중구 복산2동,154,66.7,1061599176,대퇴,계열사직원,4202451
배명화,경기 고양시 화전동,157,70.1,1093777898,고졸,학생,3060000
조미임,경기 파주시 아동동,149,63.5,1013123138,석사,전문직,8020000
김명길,서울 강동구 길2동,168,73.1,1081388780,학사,무직,59167
김자현,경기 파주시 교하읍,124,54.6,1018984809,고졸,자영업,69167
장일선,경기 안양시 부림동,168,87.6,1081706308,석사,계열사직원,1075833
이경희,경기 시흥시 장곡동,141,63.6,1065020036,학사,회사원,8058333
김계출,서울 서초구 서초동,140,69.5,1080545288,고졸,강사,8049167
김연옥,경기 고양시 일산2동,165,74,1023619015,석사,전문직,9167
김영자,서울 서대문구 합동,150,63.1,1097559088,석사,전문직,8070833
김해수,인천 서구 심곡동,166,76.9,1022117384,고졸,주부,3922739
정석부,경기 고양시 탄현동,172,76.4,1017102484,학사,무직,2415023
김선옥,광주 서구 풍암동,177,90.2,1017519283,석사,자영업,12651616
신재황,대전 동구 대2동,158,59.6,1075171410,석사,학생,1058333
조인숙,전북 익산시 함열읍,156,65.1,1061315328,중졸,무직,8056667
정정희,경기 연천군 전곡읍,169,67,1018988725,석사,회사원,33333
강은하,서울 송파구 잠실본동,138,73.4,1079931219,석사,주부,1901631
박길선,경기 고양시 백석동,169,74.1,1094775702,석사,자영업,76667
조돈하,서울 종로구 무악동,144,52,1056563266,전문학사,학생,43333
양만갑,경기 고양시 대화동,163,72.6,1081085002,이학박사,전문직,72500
강성요,전남 담양군 월산면,173,74.9,1078375921,대재,자영업,4869924
윤여원,서울 구로구 구로본동,138,60.7,1058634436,대퇴,회사원,9693285
한상빈,서울 구로구 고척2동,172,73.6,1053312422,고졸,전문직,2094943
김용규,전북 전주시 고랑동,162,63,1070211143,대퇴,자영업,34167
김종고,경기 김포시 고촌면,176,69.1,1023532307,대퇴,무직,72500
김주영,충북 청주시 사창동,157,72,1096778567,공학박사,강사,1020000
조정수,서울 구로구 오류2동,149,60.6,1054981557,중졸,전문직,2557801
엄태산,서울 강북구 미아3동,144,53.5,1096249548,학사,회사원,10000
김혁,경기 고양시 성사1동,160,78,1063893796,학사,학생,3020000
강배광,서울 구로구 고척2동,160,86.1,1059337900,석사,주부,8062500
정혜영,경기 고양시 가좌동,163,84.6,1039220682,대퇴,자영업,8073333
이강억,경기 수원시 정자동,138,52.5,1075722461,학사,자영업,49167
안지영,서울 서초구 양재2동,161,64.4,1097876982,대재,전문직,3894328
안일순,경기 고양시 사리현동,127,53.9,1024980868,고졸,주부,1406764
정소연,경기 고양시 주엽동,152,81,1077371073,석사,회사원,8008333
송준환,경기 고양시 화정1동,180,76.1,1085634007,석사,자영업,3057500
한분여,서울 양천구 목동,153,58.6,1059526456,중졸,자영업,65000
박정자,충남 아산시 용화동,149,80.5,1042314657,학사,전문직,13536257
김기헌,충남 천안시 성정동,151,66.5,1052229358,전문학사,회사원,24167
김소정,서울 은평구 신사동,145,70.5,1037930484,고졸,주부,8030000
김수진,서울 마포구 상수동,136,58.6,1030633284,고졸,전문직,8056667
이난순,인천 부평구 부평5동,145,92.3,1019172022,고졸,강사,16310652
강옥선,강원 속초시 청학동,142,57,1046309302,전문학사,무직,7034167
김경식,강원 원주시 관설동,160,76.5,1043908349,대재,회사원,3042500
황신근,경남 마산시 가포동,160,82,1031575982,초졸,기타,30833
김정이,인천 남구 주안6동,174,94.3,1061640768,고졸,주부,9337167
이복재,경기 고양시 탄현동,176,80,1066659360,석사,회사원,1012500
김동영,전남 여수시 봉계동,154,68.1,1083299914,석사,무직,3059167
최애순,인천 서구 대곡동,176,73.5,1035295012,고졸,주부,7030000
이종숙,서울 송파구 가락동,139,57.2,1056152737,중졸,주부,2663495
황의선,부산 영도구 신선동,157,71.5,1067920731,고졸,회사원,1032500
강삼임,전남 광양시 중동,167,77.1,1052790909,기타,학생,60833
이달섭,강원 철원군 동송읍,145,52,1085253049,대재,학생,1021667
라옥식,경북 구미시 형곡1동,149,59.1,1085093954,고졸,무직,8058333
신석종,인천 서구 불로동,146,70.3,1083937062,기타,주부,3297301
박주공,서울 송파구 오륜동,150,63.6,1077761228,고졸,주부,2594361
김은순,경남 하동군 양보면,175,90.5,1078389285,석사,자영업,11504215
구자청,경기 군포시 당동,166,71.6,1087088858,이학박사,자영업,72500
김정림,경기 군포시 산본동,150,64.5,1048088471,중졸,주부,1040833
이명자,충남 천안시 성환읍,179,80,1017699931,대재,자영업,8011667
윤상배,경기 파주시 교하읍,169,68.9,1064936268,대재,주부,3888269
권영란,경기 고양시 백석2동,141,64.1,1021216978,석사,무직,3079167
김봉순,경기 고양시 성사1동,153,77.5,1067310539,대재,학생,8333
이병오,전북 정읍시 장명동,168,61.7,1051591186,학사,회사원,2749477
고우순,경기 고양시 일산2동,144,63.1,1085334051,대재,주부,3058333
신성호,경기 고양시 마두1동 ,171,74.7,1020000910,석사,회사원,1732176
김정혜,경기 파주시 조리읍,142,60.1,1018405248,대재,자영업,82500
이인선,경기 고양시 화전동,168,86.5,1075793140,대재,자영업,8047500
김수택,경북 구미시 공단동,163,73.5,1015526882,기타,자영업,3031667
정복순,경기 고양시 탄현동,166,70,1037101941,석사,무직,8045833
김상래,경기 고양시 일산1동,171,75.1,1086852808,학사,학생,61667
안치원,강원 춘천시 석사동,149,80.9,1046211794,고졸,무직,4933239
김영선,서울 구로구 오류1동,146,61.6,1059203866,전문학사,주부,67500
이숙희,경기 고양시 대화동,163,67,1029109621,학사,주부,43333
김기옥,경기 고양시 탄현동,175,80.6,1083067820,석사,무직,82500
백부기,서울 동대문구 답십리2동,138,58.6,1098891285,학사,자영업,1075833
김현철,서울 마포구 망원2동,187,76.5,1077673042,학사,무직,1040833
주기환,울산 남구 무거1동,170,64,1060024000,대재,무직,47500
안상원,대전 서구 도마동,156,64,1096533263,석사,자영업,40833
임소이,전남 순천시 풍덕동,165,71,1036042815,석사,무직,1027500
유풍수,경기 고양시 탄현동,139,50.1,1083339288,전문학사,자영업,1067500
윤석남,경기 고양시 화전동,147,66.5,1012967996,학사,회사원,26667
이미숙,광주 광산구 월계동,142,67,1027025634,학사,주부,2508523
정은경,경남 김해시 장유면,147,83.5,1064993294,기타,자영업,8048333
임채훈,경기 고양시 풍동,153,69.5,1029637505,학사,주부,32500
박미옥,서울 양천구 신월6동,173,77.6,1066289035,기타,학생,8080833
임춘길,경남 거제시 옥포2동,153,65.5,1011426202,기타,회사원,1045833
송창현,경기 파주시 교하읍,172,82.6,1062226579,중졸,무직,9065238
백익훈,경기 고양시 중산동,134,56.1,1066726846,석사,강사,1069167
홍성화,서울 중랑구 면목동,151,62,1086391271,대퇴,학생,3023333
손복례,충남 예산군 예산읍,160,75,1012180401,중졸,학생,15833
박은주,서울 관악구 봉천11동,173,78.6,1044829569,석사,회사원,8061667
이은주,부산 동구 수정4동,156,70,1050189142,대퇴,무직,3030000
한상유,강원 삼척시 정하동,154,79.5,1051784647,석사,학생,1034167
이학재,경남 창원시 사림동,172,75.2,1078460497,고졸,자영업,2155397
김태만,경기 파주시 교하읍,163,64.6,1046585086,고졸,강사,76667
박훈양,경기 김포시 장기동,163,72,1010672874,고졸,강사,4960977
박주열,경기 고양시 마두동,171,71,1052120750,기타,무직,1046667
장영호,경기 수원시 조원동,154,62.5,1077238376,대퇴,주부,4973634
박흥순,경기 고양시 백석동,150,69.6,1086665875,학사,주부,82500
이재기,서울 영등포구 문래동3가,156,73.2,1072021785,고졸,자영업,5249067
박재현,충남 예산군 봉산면,158,69.1,1072061976,전문학사,학생,1080000
박용정,경기 고양시 덕이동,159,80.1,1069353054,기타,학생,7056667
정영진,경기 안산시 사1동,153,71.1,1055441623,전문학사,자영업,1065833
이인국,경기 용인시 기흥읍,162,73.6,1069633367,고졸,자영업,3071667
이금자,강원 인제군 서화면,147,57.6,1048814750,전문학사,학생,1074167
박동선,인천 연수구 동춘1동,171,87.9,1030227230,학사,강사,3412348
안예희,경기 고양시 화정1동,146,57.5,1034429460,석사,자영업,43333
이창순,경기 안양시 호계동,157,76.1,1011736222,석사,자영업,1060000
안승성,서울 구로구 고척동,156,69.1,1098885088,공학박사,무직,8063333
백윤흠,충남 서산시 대산읍,152,60.5,1096237240,대퇴,전문직,45833
유용종,경기 고양시 마두동,163,85.4,1076824487,학사,전문직,1900766
정영화,경기 고양시 풍동,158,63,1031586390,석사,자영업,959550
김혜선,전남 장성군 남면,130,64.4,1016681759,학사,회사원,12941039
전옥례,경남 김해시 장유면,158,93,1055379840,석사,회사원,15957214
이신주,경기 광명시 광명4동,148,65,1061444795,석사,자영업,1040833
전윤선,경남 마산시 자산동,170,74.5,1078113893,이학박사,자영업,25833
조윤실,서울 은평구 신사동,173,77,1074859373,학사,무직,8016667
김정애,충북 청원군 문의면,139,55.5,1016302565,대퇴,자영업,8027500
이상분,울산 중구 성안동,150,57,1010827655,기타,자영업,1034167
김지곤,서울 양천구 신월2동,143,55.5,1022947566,중졸,자영업,29167
서선희,대구 동구 신암1동,138,62.5,1093859565,학사,주부,41667
최웅일,서울 금천구 시흥본동,163,81.6,1059594797,기타,자영업,71667
이금희,인천 서구 마전동,152,69.1,1061560615,대퇴,자영업,8080833
전규완,경기 수원시 오목천동,162,69.1,1059351909,석사,자영업,1065000
김세환,인천 서구 가좌동,152,70,1037258951,고졸,자영업,21667
박지원,경남 창원시 도계동,125,59.1,1081930543,석사,회사원,1053333
이금선,충북 제천시 한수면,164,72.6,1082695789,대퇴,회사원,78333
김윤관,경기 수원시 조원동,143,69.5,1054994192,기타,회사원,1027500
조경순,충남 천안시 성환읍,134,62.1,1023704382,대재,무직,79167
서기우,경기 고양시 마두1동,154,58.5,1027262326,대재,자영업,1538282
손은경,서울 강동구 천호동,153,77.3,1018038758,학사,자영업,10331599
이임승,경기 광명시 광명1동,166,70.5,1095874565,대퇴,무직,39167
권용희,인천 서구 석남1동,167,79.5,1063719425,석사,주부,1993109
남궁길섭,서울 노원구 공릉동,140,48.6,1048512916,전문학사,자영업,2130551
이은영,경기 양주시 덕정동,155,74.4,1019157402,고졸,무직,8927394
김동진,대전 서구 둔산2동,138,52.5,1038244647,중졸,회사원,17500
조민아,서울 성북구 돈암1동,172,76.6,1036042444,대재,회사원,5056667
이령일,충북 충주시 엄정면,117,49.5,1044955394,학사,자영업,31667
윤경웅,경기 고양시 성사동,156,69,1067438228,석사,무직,13333
이일환,경기 고양시 백석동,166,88.5,1063203937,대재,학생,8506875
이종목,경기 고양시 주엽동,168,79.5,1042260927,석사,무직,8047500
서수화,서울 송파구 방이동,175,65.1,1092547918,전문학사,자영업,1075000
이용우,전남 영광군 법성면,161,75.5,1014187742,기타,회사원,1044167
고광순,경기 고양시 성사동,171,77.5,1067701565,석사,자영업,10000
조종선,부산 금정구 청룡동,181,81.1,1096462087,대퇴,회사원,3056667
김상길,경기 안양시 호계3동,159,57.5,1075730673,학사,회사원,1037500
이기우,경기 수원시 호매실동,174,67.6,1027745027,기타,자영업,1067500
이재복,경기 남양주시 화도읍,168,64.1,1045788953,학사,학생,61667
김두석,충남 공주시 반포면,151,72,1025441381,고졸,자영업,1042500
신두식,서울 동작구 사당2동,163,81.5,1060318927,고졸,학생,49167
서태봉,경남 양산시 웅상읍,173,81.1,1099866222,대재,학생,1068333
김예자,경기 고양시 일산2동,147,70.6,1014248974,대퇴,회사원,12072200
차유문,서울 강동구 천호1동,181,85,1015284368,고졸,회사원,3030000
백원기,서울 송파구 삼전동,143,65.7,1084536156,고졸,자영업,3199856
김만옥,경기 고양시 주엽동,139,54.9,1012359138,대재,전문직,2408602
정현남,전남 곡성군 죽곡면,159,88.7,1055675487,학사,학생,10175473
김영섭,대전 서구 갈마동,155,66.1,1012308625,기타,무직,74167
김동열,경북 김천시 응명동,159,59.5,1051084262,석사,자영업,10000
이소영,경기 고양시 마두1동,178,81,1082021562,대퇴,강사,3012500
이강숙,서울 금천구 시흥5동,175,77.7,1056052551,해외유학,자영업,2186825
정보환,경기 평택시 이충동,156,67,1029876470,기타,회사원,19167
이용기,서울 강서구 화곡8동,176,87,1020733211,이학박사,무직,21667
장희자,서울 강서구 등촌동,158,76.1,1032243896,고졸,무직,1050000
박세걸,경기 안양시 비산2동,139,47,1019004534,석사,강사,10000
윤기봉,경기 고양시 백석동,142,70.7,1072341268,고졸,무직,7232067
이보나,경기 고양시 일산2동,169,87.5,1015935243,학사,회사원,8041667
김진성,충남 당진군 신평면,145,51.1,1079127997,고졸,학생,52500
손영민,서울 강북구 수유4동,171,76.6,1026223738,고졸,회사원,1082500
이선자,경기 파주시 금촌2동,149,76,1045693905,석사,주부,44167
박용심,경기 의정부시 호원동,143,68.5,1012837671,석사,강사,1011667
이재순,서울 강서구 화곡7동,152,82.7,1076512305,고졸,전문직,9720168
하정욱,서울 영등포구 신길6동,141,62.5,1018401945,기타,주부,47500
서정면,경기 고양시 성석동,155,78.3,1067786902,석사,전문직,3348195
윤옥수,경기 김포시 고촌면,163,73.5,1047258439,이학박사,강사,1019167
박종우,경기 고양시 일산2동,160,69,1084572361,고졸,무직,36667
신미숙,서울 은평구 갈현2동,185,88.2,1031522459,고졸,기타,9249281
허홍,전남 목포시 용해동,151,72.6,1057749175,해외유학,주부,1061667
엄혜숙,제주 제주시 용담동,167,81,1091483867,석사,강사,8047500
이미애,경기 과천시 중앙동,176,83.3,1066717066,석사,자영업,3299157
고영식,경기 의정부시 녹양동,130,64.4,1098351682,학사,자영업,933924
이춘자,경기 군포시 당동,166,95.6,1011831799,고졸,강사,8074167
박금례,경남 진해시 제덕동,156,63,1075531389,전문학사,주부,8032500
신정자,서울 서초구 서초동,175,84.1,1012992106,학사,무직,1060833
이연숙,울산 남구 야음2동,157,74.5,1045583474,기타,강사,8020833
이은미,충북 청주시 복대2동,163,71.5,1097541893,학사,주부,25833
정옥연,경기 고양시 성사2동,162,80.5,1041541576,이학박사,강사,953171
박종숙,충남 천안시 쌍용동,158,71.6,1036996700,고졸,무직,56667
김동화,경남 거제시 일운면,129,57.1,1058999276,석사,자영업,61667
최상충,경기 화성시 정남면,154,57.5,1024181762,고졸,자영업,2500218
이문덕,경기 파주시 아동동,166,67,1014279131,석사,무직,24167
허정완,경기 파주시 법원읍,168,64,1064275638,중졸,주부,10000
장선이,인천 부평구 산곡3동,115,36.5,1076323860,학사,자영업,1015833
김부자,충남 연기군 금남면,147,53,1042361059,학사,강사,1035000
이창재,부산 연제구 연산1동,149,55.1,1072191931,학사,무직,1073333
김윤례,경기 안양시 박달동,165,76.5,1045499476,고졸,학생,8011667
이명수,경기 군포시 당동,104,50.6,1082517701,고졸,자영업,8078333
안점순,서울 은평구 갈현2동,146,81.1,1088509203,고졸,자영업,8057500
윤대원,강원 인제군 북면,147,61.6,1037409134,학사,강사,80000
신성남,경기 안산시 사동,126,63.1,1088074093,고졸,무직,57500
양진,경기 시흥시 대야동,145,69.6,1017810311,학사,무직,1072500
변성근,경기 남양주시 가운동,162,71,1022238280,고졸,강사,981644
전인순,경기 고양시 대화동,180,74,1038198281,대재,주부,38333
박주한,서울 서초구 반포2동,150,73.2,1057125924,기타,회사원,4221189
강승희,경기 고양시 장항동,135,56.5,1082075125,전문학사,회사원,32500
김노경,경기 고양시 성사동,150,71.6,1015409881,대재,계열사직원,70833
조은숙,경기 부천시 소사본동,166,89,1039752576,학사,회사원,8043333
우정민,경기 안성시 공도읍,143,67,1058787196,대재,회사원,21667
임봉자,대전 서구 갈마1동,158,73,1048208067,초졸,무직,1030000
김성순,경기 파주시 금촌동,173,89,1068430721,전문학사,무직,12492053
장문순,서울 동대문구 답십리5동,166,81.5,1072808987,대재,회사원,21667
김정준,경기 김포시 고촌면,155,57.5,1017055835,석사,주부,2470515
차수례,울산 북구 염포동,145,60.7,1093938149,학사,무직,1723225
박기칠,경기 고양시 탄현동,154,70.6,1069752647,대재,무직,81667
정영희,경기 고양시 탄현동,166,82,1056009925,석사,자영업,1035833
고정주,경기 파주시 금촌2동,167,78.5,1085297732,기타,학생,10833
서해운,경북 울진군 울진읍,158,69.2,1088438495,전문학사,주부,1678183
이도옥,서울 강북구 번3동,128,46.6,1035000974,고졸,자영업,1060833
이재춘,경기 고양시 풍동,161,60.5,1040438756,대퇴,회사원,1037500
천재희,서울 송파구 잠실본동,129,51.8,1047102436,학사,자영업,1265562
박점순,경기 파주시 파주읍,168,65,1084740237,전문학사,주부,39167
김귀례,경기 고양시 풍동,173,73.6,1066344042,석사,무직,60000
이진희,경기 시흥시 은행동,168,68.6,1011239201,대재,무직,8075000
박미옥,경기 고양시 대화동,172,76.5,1088426314,학사,주부,8020000
김미숙,서울 강서구 방화2동,167,84.1,1088307884,고졸,무직,8071667
한갑숙,서울 마포구 서교동,157,63.5,1097894813,고졸,주부,22500
장미화,경남 진주시 금산면,148,62.6,1081690823,석사,주부,8054167
김병규,서울 영등포구 양평동4가,178,85,1040838599,해외유학,학생,1034167
김숙현,서울 동작구 상도동,177,77.6,1049539857,기타,주부,1080833
이창휘,경기 고양시 풍동,160,61,1064453230,학사,자영업,39167
이영종,경기 양평군 옥천면,140,59.6,1019820725,전문학사,학생,1075833
최연숙,경기 고양시 풍동,142,65,1021864952,학사,무직,17500
박수부,충북 청주시 용암동,138,62.8,1025471619,고졸,주부,2835393
윤한철,대구 동구 신암4동,122,48,1099967477,대퇴,자영업,1030833
이원규,경남 진주시 상봉서동,160,63.5,1014277984,고졸,주부,1024167
채상만,경기 안성시 원곡면,154,66.6,1086483833,고졸,무직,3106050
유해연,서울 양천구 목동,157,74.1,1070088038,중졸,무직,1066667
박현진,경기 고양시 주엽동,158,72,1095639627,대퇴,자영업,11667
문수자,경기 고양시 일산3동,165,82.5,1064381489,석사,자영업,1025000
김준식,경기 고양시 일산2동,144,67.5,1065854603,중졸,주부,2545000
박종석,경북 청도군 금천면,164,85.2,1097392318,학사,무직,7204909
김순곤,부산 부산진구 당감4동,131,68,1048098046,고졸,무직,1030000
황대연,경기 파주시 조리읍,147,52.8,1090485569,석사,군인,2762137
이인구,경기 고양시 성사동,180,67.5,1092055732,기타,자영업,30833
고종숙,경기 안산시 사동,173,69.5,1093407460,석사,무직,3036667
김광미,경기 부천시 원종동,169,85.1,1049591243,학사,회사원,1064167
