IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
5338,박현주,충청남도 정선군 언주53거리 (숙자이면),599,(주) 홍,채소 및 특용작물 재배원,018-359-****,junhoryu@yuhanhoesa.net,eunji83,10.78.42.214,213131904385545,2013-11-11,66,8.34218664426237,417607,180,8843
5339,남종수,제주특별자치도 철원군 오금555가,65434,유한회사 손,조경원,018-359-****,sbag@live.com,ri,172.29.170.249,213117349047972,1992-10-17,2,7.1167428,906127,347,6120
5340,백영환,경기도 태안군 영동대가 (현숙이이마을),50891,이윤이,감정평가 전문가,041-643-****,yunhyeonji@baggim.kr,jeonggyeongja,172.31.140.247,4499352545901402,2009-01-25,31,7.879,159068,633,3361
5341,강현지,서울특별시 중구 테헤란거리,88613,주식회사 김,물품이동 장비 조작원,062-800-****,rson@naver.com,gimseunghyeon,10.166.185.183,213126896105380,1999-10-31,66,1.37718353684,172080,577,873
5342,김하윤,전라북도 횡성군 오금로,55444,신이김,웨이터,070-5180-****,jinhoson@naver.com,hyejinbag,10.120.32.52,2675552212188817,2004-06-22,34,7.104024,941852,363,2115
5343,박준호,충청북도 성남시 분당구 석촌호수길,39379,한최,자연과학 연구원,02-0709-****,gimgyeongsu@hanmail.net,seungmini,10.199.100.158,3598898242830510,2009-10-26,5,5.483398412,963579,162,2572
5344,김재호,강원도 원주시 강남대로,96548,주식회사 이김서,기타 사육관련 종사원,064-789-****,qgim@jusighoesa.net,goyeonghyi,10.5.147.243,30482227784125,1989-04-22,76,1.3264,350455,181,6818
5345,이시우,경기도 오산시 백제고분95가 (성훈김동),54418,(유) 김오강,부동산 컨설턴트 및 중개인,052-358-****,ihyeonju@hotmail.com,minjun43,172.31.163.213,3525995640905718,1985-09-18,36,6.8687648,432332,190,8612
5346,김수민,인천광역시 노원구 언주74로 (우진이동),88827,주식회사 민류최,소년보호관 및 교도관,063-908-****,bagsanghyeon@jusighoesa.com,yeji04,10.60.165.78,6534022429927268,1971-02-15,54,7.983987,53801,417,5298
5347,이경수,경기도 동해시 양재천1로 (윤서안김리),56203,주식회사 김이강,석유 및 천연가스제조 관련 제어장치 조작원,054-234-****,li@iinam.net,ogsun21,192.168.80.139,30582992691254,1984-12-01,50,6.49490243511313,968306,128,3197
5348,이영순,부산광역시 용산구 잠실로,17977,김오송,세탁원 및 다림질원,010-9344-****,yeongja87@daum.net,coesanghun,172.20.58.116,4985323123333723,1977-10-22,62,2.98,764840,928,1422
5349,배경자,충청북도 안양시 만안구 테헤란36로,90590,안김권,사서 및 기록물관리사,063-518-****,gimyeongmi@gangbag.com,sujin72,192.168.195.206,4808784028587496,1990-05-02,30,5.64110808,231300,912,4396
5350,이진호,경상북도 부여군 백제고분312길,84719,이김서,건설자재 시험원,062-040-****,wbae@yu.com,gweonyeongsug,10.165.33.64,4127842265965801,2012-04-16,59,5.95,338280,604,6242
5351,박동현,인천광역시 광진구 잠실로 (경자이동),64029,주식회사 구박양,기타 행정 및 경영지원 관리자,063-783-****,gangdohyeon@bagi.com,seoyun04,172.26.119.161,4605930549144,1997-11-21,55,2.647,972118,771,4285
5352,김지영,전라북도 서산시 학동길 (지민주리),56049,(유) 이,자재관리 사무원,054-729-****,nojeongnam@yu.kr,yeonghwanju,10.155.187.70,4664291650751,1983-10-01,41,4.3,303407,398,9917
5353,이성진,서울특별시 성북구 백제고분가,48000,(유) 최,생명과학 연구원,061-445-****,jeonsumin@gmail.com,doyunhan,10.145.2.59,5555946196617148,1992-10-29,31,7.5053641,23797,593,3461
5354,문서연,경상북도 횡성군 언주가 (채원박고면),92014,(주) 김김강,세탁원 및 다림질원,054-086-****,yeongceolhong@nate.com,jongsugim,192.168.220.130,4353571664838948,2020-11-08,11,4.589,316268,794,6669
5355,김미영,강원도 양평군 언주길 (미경김김읍),38721,(유) 박김서,시멘트 및 광물제품 제조기 조작원,016-903-****,bagsunog@igweonan.com,hgo,192.168.87.217,4912260696809481,1999-02-03,28,2.214631161,703554,140,7316
5356,김정식,경기도 고양시 일산서구 영동대629로 (민수김이읍),53277,주식회사 최,작가 및 관련 전문가,018-096-****,byeongceolgweon@live.com,gimyeonggil,10.166.145.120,180044755501475,1989-11-27,81,8.452966,573629,474,8949
5357,한영숙,부산광역시 중랑구 잠실거리 (옥순양마을),21321,(주) 김,결혼 상담원 및 웨딩플래너,061-998-****,hyeonjugang@dreamwiz.com,ryuhyeonsug,10.34.11.54,3536788172705326,2000-07-27,29,4.697959,316205,429,485
5358,박채원,경상남도 양주시 개포876로 (수진이우리),52054,김윤박,전기/전자 및 기계 공학 시험원,019-184-****,jiweoncoe@gmail.com,jihyeonbaeg,172.24.102.83,343331948977769,1996-03-21,37,6.903,888525,259,908
5359,박영호,충청북도 수원시 권선구 영동대9로,21031,유한회사 성,농림어업관련 시험원,055-622-****,miyeonggim@live.com,sugjasong,172.20.222.147,6011648022743025,1975-07-30,84,7.60376229750814,851758,96,2035
5360,오보람,전라북도 양평군 오금거리,92876,문양,전자 부품 및 제품 제조 기계조작원,055-141-****,bgim@gmail.com,cgim,192.168.93.132,2234815044023336,1987-04-12,87,2.1359771,502723,547,6741
5361,김지영,부산광역시 성동구 도산대가 (정훈이강동),86227,이김김,영상 및 관련 장비 설치 및 수리원,052-953-****,eunseo52@gimbaggim.net,boram96,192.168.50.17,4086436483333555461,1974-07-22,77,6.49970000589,341935,562,3443
5362,박상호,경상북도 부천시 가락길,20387,김강김,육류/어패류 및 낙농품 가공 기계조작원,043-173-****,minseo33@yuhanhoesa.kr,junseocoe,10.63.41.11,2252231834436737,1970-06-10,89,1.78157377777366,643259,237,4582
5363,이민서,전라북도 진천군 역삼로 (미경황김마을),58622,(주) 김,텔레마케터,053-569-****,gimogja@hotmail.com,minjun27,172.26.113.82,3532916935882793,1988-10-27,44,1.28693093624261,362135,578,954
5364,우은영,강원도 서천군 반포대658길 (미숙윤마을),37958,(주) 이김오,기타 전기/전자기기 설치 및 수리원,062-301-****,yangboram@daum.net,bmun,172.16.175.119,375880948093762,1985-09-12,57,5.611422202,7491,651,6149
5365,황영희,서울특별시 구로구 양재천321가 (영환권읍),75756,(주) 최김이,철근공,018-695-****,jia95@yuhanhoesa.com,gimseonghyeon,10.135.98.174,213117101259443,2002-12-23,55,4.48548188,286533,300,265
5366,이정남,강원도 평창군 언주가,14280,유한회사 이,중/고등학교 교사,044-841-****,sanghungim@hanmail.net,munyeongceol,10.165.13.52,4578130831418974,2007-04-18,99,2.14,663889,714,5697
5367,양하윤,제주특별자치도 안양시 만안구 가락가,27929,주식회사 김김손,기타 종교관련 종사자,061-386-****,jieun41@jusighoesa.kr,seongminseo,192.168.108.72,4832301634705161374,2017-10-10,86,5.7913572,221117,545,984
5368,이예원,경상남도 인제군 개포3길 (우진이류리),33474,김이이,기타 스포츠 및 레크레이션 관련 전문가,031-094-****,hyeonjeonggim@gmail.com,gimhyeonjun,172.17.36.139,4446031516201551669,1985-02-04,64,1.40484254001733,647389,176,450
5369,김재현,광주광역시 동구 강남대길 (윤서류오동),79196,주최김,제관원,043-876-****,yeongsigcoe@live.com,ihayun,172.21.216.196,30100091571333,1992-06-08,95,5.314884,660817,679,770
5370,홍민서,울산광역시 금천구 언주29길,32457,(유) 성,소방관,032-643-****,hwangsiu@jusighoesa.net,baghyeonju,10.8.26.246,3547870279818553,1989-01-31,56,2.3644961,561842,603,6943
5371,김보람,울산광역시 광진구 반포대0거리,34543,(유) 최하황,기계공학 기술자 및 연구원,031-813-****,seongmin22@hotmail.com,ibag,172.27.64.39,4810380631713043628,2011-06-11,33,7.668822419,90057,365,3269
5372,윤시우,인천광역시 종로구 서초중앙거리 (은주강읍),29622,유한회사 윤,관세행정 사무원,052-036-****,seongjingim@yu.com,tyun,172.25.150.8,3543599810894526,1975-08-23,75,8.31164386,980874,573,2503
5373,강지혜,대전광역시 도봉구 잠실2로,28449,(유) 오,가스/에너지 기술자 및 연구원,042-691-****,namcaeweon@yu.net,jaehyeongim,10.168.255.53,4070438887962994555,1992-10-25,78,8.62132,98408,733,1119
5374,이영희,광주광역시 강동구 양재천거리 (지영류이면),30180,주식회사 이안유,임상 심리사 및 기타 치료사,063-880-****,gimyeongho@hanmail.net,heoseonghyeon,172.16.10.221,371312211087226,2001-03-11,10,1.93441,970277,701,2748
5375,안종수,세종특별자치시 관악구 언주005로 (미영이윤마을),88466,(주) 양,회계사,051-907-****,jinuyun@dreamwiz.com,haeun18,172.22.8.162,6517782563501903,1974-12-04,79,7.67191,982514,550,8666
5376,김윤서,대전광역시 구로구 잠실436로,4732,(주) 김권서,인사 및 교육/훈련 사무원,052-557-****,eunji51@ju.net,jiamun,10.171.78.28,566969545201,1978-11-25,53,8.7039,622826,839,3177
5377,장은영,세종특별자치시 서초구 영동대거리,63185,주식회사 김,농림어업관련 시험원,018-631-****,yhong@nate.com,ijiyeong,172.20.180.182,38203088898610,2011-03-01,34,2.93065057712,234302,711,8915
5378,최은서,충청남도 성남시 서초중앙147로,2627,박서,음식서비스관련 관리자,070-8900-****,jaehyeongim@gimgimgim.kr,baejungsu,172.26.80.213,30277395861139,1980-03-04,25,3.999,774652,355,2755
5379,강정웅,서울특별시 강동구 서초중앙거리 (진호김동),39517,한김배,영상 및 관련 장비 설치 및 수리원,061-597-****,lgim@hanmail.net,gwangsu11,10.30.15.185,3551562331278248,2009-10-09,97,6.4681624956809,770980,105,7978
5380,이준혁,제주특별자치도 청주시 서원구 반포대거리 (현우김김리),45711,이오강,기타 기능관련 종사원,043-912-****,sangho32@igim.net,jihungim,172.28.202.145,375542508853601,1995-08-22,33,4.928,268803,54,490
5381,김영자,전라남도 제천시 서초대거리,51435,유한회사 김황박,금속공작기계 조작원,017-529-****,yunseo59@jusighoesa.org,areumi,10.116.127.226,4189173263648,1981-03-15,96,5.61750411,226304,806,5692
5382,김성훈,광주광역시 금천구 논현로 (상철이면),65170,유한회사 박,시멘트 및 광물제품 제조기 조작원,063-539-****,bagyeongil@ju.com,hayunsim,192.168.47.253,2720636692460633,1998-01-01,7,6.90272469,308076,298,214
5383,이경자,전라남도 안산시 언주409거리 (은경성김읍),19311,윤김,하역 및 적재 단순 종사원,032-411-****,minjio@live.com,dohyeon99,192.168.23.148,4065722219045716,2009-04-21,58,5.2681,31546,656,551
5384,황상훈,울산광역시 영등포구 도산대78로,17979,주식회사 김,자재관리 사무원,032-789-****,yeonghobag@sonijin.kr,gimjiweon,10.199.142.233,4921649493074420883,1993-08-11,92,4.2,52619,857,9992
5385,홍시우,충청북도 김포시 개포로 (건우이면),69914,이이이,손해사정인,063-547-****,bagjeongsun@hanmail.net,seonghuni,192.168.167.77,180018103180455,1975-09-11,5,6.7,862214,813,7769
5386,권지현,광주광역시 동구 역삼354길 (병철홍면),98478,정오김,기타 자동차 운전원,061-029-****,gyeonghyi48@coei.kr,junhyeogi,172.28.253.36,2576591969569936,1981-07-30,32,2.16082772,839428,196,5134
5387,김성민,전라북도 김포시 도산대68로 (민석이동),96929,차김,기업고위임원,043-615-****,bagjihun@bagijang.com,hongjaehyeon,10.105.245.197,5413347465690845,1977-08-13,98,7.78,530638,832,6105
5388,류미영,강원도 군포시 서초대43가 (준서이강마을),79744,(주) 안김권,판금원,070-2378-****,eomjunho@gimgim.net,yeonghogang,192.168.114.100,4805586581744,2009-10-01,34,3.974596279473,196963,915,5305
5389,서시우,충청북도 양평군 반포대로 (지은김동),29155,(주) 권,초등학교 교사,010-8769-****,yeongsungim@ju.org,minjae20,192.168.109.87,3558601729076666,2003-08-02,5,3.4,420383,613,2604
5390,김영길,충청남도 천안시 서북구 오금98거리 (정식박면),79203,(유) 김최이,오락시설 서비스원,033-782-****,ijeongja@naver.com,seonghun85,192.168.27.167,4549844271055197,1999-11-21,88,3.54359021117318,513524,580,8531
5391,김예준,인천광역시 서구 개포가 (예지김이읍),38147,이김,조사 전문가,061-531-****,minjigim@live.com,ygim,10.120.8.88,6011689163690922,2002-08-26,66,3.483994676,61056,659,7291
5392,서영호,광주광역시 성동구 논현가,46221,김김박,투자 및 신용 분석가,051-441-****,bagseohyeon@ju.com,jihyeoni,10.202.94.100,213106569853458,2010-08-30,10,3.23947115577609,856819,269,5354
5393,김경숙,대전광역시 남구 개포4길,92430,배이박,시스템 소프트웨어 개발자,051-385-****,po@ju.net,ijiu,172.20.99.209,3583746193418925,2015-03-28,43,6.773718485,377233,79,1512
5394,김경수,대구광역시 동대문구 역삼0거리 (정호심마을),64401,배이,통신/방송 및 인터넷 케이블 설치 및 수리원,070-3349-****,ryun@bagjangi.org,jgim,10.219.181.82,3594381728547928,1981-08-24,15,2.21219,649849,611,2344
5395,김영길,경기도 구리시 영동대길,21683,배한,광고 및 홍보 전문가,010-9483-****,iyeji@jobag.org,donghyeonjang,10.254.75.195,4688246356594,1994-11-07,23,4.9518686282,170911,296,4310
5396,민진우,대구광역시 용산구 학동0가,56935,주식회사 김,생산 및 품질 관리 사무원,042-470-****,jeongungi@hanmail.net,janghyeonju,192.168.0.30,4639914820288,1997-11-22,89,5.147108774,261746,436,9455
5397,배성진,전라남도 평창군 서초중앙로,72787,오배박,영상 및 관련 장비 설치 및 수리원,063-976-****,hyeonu06@naver.com,ogsun86,172.19.100.253,213140783081067,2019-07-15,33,6.1611,557486,318,9787
5398,노은정,서울특별시 남구 논현6로 (영숙장신읍),55614,유한회사 심이장,측량 및 지리정보 전문가,016-391-****,ogsun15@jusighoesa.net,gyeongsuim,192.168.184.91,3509336833871203,1978-07-25,48,8.89903566,839469,807,3442
5399,유영환,경상남도 부여군 봉은사9로,69277,이구,출판물 전문가,042-452-****,jsim@yangsin.com,vgim,192.168.102.85,213160585445781,2008-11-14,4,1.9875996893,50203,744,3267
5400,김정남,전라남도 시흥시 양재천가,67658,유한회사 김김김,성직자,064-758-****,jiyeonghan@yu.com,bjeon,10.12.221.49,4197400387955419,2009-03-29,15,5.23884991188539,66095,636,177
5401,이유진,전라북도 과천시 잠실00길 (은서강동),82490,(주) 최민류,판금원,033-470-****,cunjaseo@nate.com,qha,192.168.139.35,4078630571612,2004-08-05,91,6.4248766733085,833827,506,3364
5402,이지아,충청북도 양평군 개포31로,54678,송김황,큐레이터 및 문화재 보존원,010-1288-****,gimseongsu@live.com,gimmiyeong,10.113.248.57,3521751717474755,1975-10-05,65,1.3,812035,537,8382
5403,이예진,충청북도 수원시 팔달구 양재천5거리 (상현김김동),4029,노최,양식원,053-603-****,eunjugim@nate.com,jihye54,10.192.2.64,3544721642579500,1994-02-17,15,4.3533528,481965,48,8801
5404,허혜진,충청북도 서천군 압구정가 (민석노리),37971,한류권,화학공학 기술자 및 연구원,053-370-****,hyeonjeongcoe@daum.net,ean,192.168.220.140,3562659341243209,1973-08-26,75,7.854556906,441011,753,9225
5405,김순옥,울산광역시 동구 선릉길 (현숙안장면),43577,강박,기계공학 기술자 및 연구원,061-725-****,igim@nate.com,kseong,172.25.194.31,3510515425022724,2003-01-10,94,6.85414043977942,242067,602,2915
5406,김정식,경상북도 용인시 기흥구 오금4길,34387,유한회사 강유조,농업용 및 기타 기계장비 설치 및 정비원,02-5342-****,yeonghyi45@dreamwiz.com,ijunho,172.18.57.124,3572121344577586,2004-05-01,25,1.76853342133422,629684,123,1147
5407,김민수,대구광역시 은평구 서초중앙가,96113,김김김,경찰관,070-7100-****,coesanghyeon@jusighoesa.kr,bgim,172.19.176.7,213173417475199,2020-11-03,70,7.60627387,161238,410,9083
5408,김우진,인천광역시 북구 서초대719길 (영일배읍),67880,유한회사 김이이,소방관,062-646-****,seonyeongbag@gmail.com,ijunseo,10.49.209.199,502000966452,1994-04-14,55,4.910526906326,910630,282,4933
5409,박재현,대구광역시 강서구 논현가 (영순백이읍),50640,(유) 권이문,농업용 및 기타 기계장비 설치 및 정비원,033-258-****,json@dreamwiz.com,gwagminseog,192.168.184.243,348092415502523,1986-05-31,8,7.474800778158,66627,592,1612
5410,김성진,충청남도 이천시 언주19길 (정수구읍),46495,(유) 황,기타 목재 및 종이 관련 기계조작원,011-572-****,bagminseo@jusighoesa.kr,pgim,172.21.124.236,4889243831022027459,1975-08-31,90,5.1758484,209355,859,7107
5411,김미숙,광주광역시 용산구 개포81거리,9766,(주) 김,학습지 및 방문 교사,031-550-****,igyeongsug@gmail.com,di,192.168.41.224,30487788415860,2000-10-11,63,2.233,538429,18,3818
5412,양예은,울산광역시 강서구 봉은사로 (경숙김이리),22611,유한회사 윤손백,사서 및 기록물관리사,032-100-****,ygim@live.com,yeeun73,192.168.232.250,30099460454800,2001-10-03,69,2.163894284007,560133,393,9360
5413,김재호,대구광역시 남구 논현33로,83388,이김이,홍보 도우미 및 판촉원,053-703-****,mijeong19@ijang.com,lcoe,192.168.85.51,2705970143696399,2006-06-28,69,6.25480069,739066,872,5887
5414,한경숙,충청북도 연천군 영동대061가,17243,김진이,제관원,062-311-****,eunjicoe@jusighoesa.com,ijeongung,192.168.64.160,30023193875172,2009-02-04,23,1.315,729591,953,2630
5415,윤정훈,대전광역시 서대문구 강남대597로 (민서장김동),95084,윤이,통신공학 기술자 및 연구원,052-413-****,egim@naver.com,yejigim,192.168.109.37,213151287241172,1970-10-23,93,4.685281323,160799,598,4701
5416,최정웅,충청남도 영월군 가락003로,80906,주식회사 김김양,항공기 객실승무원,041-977-****,imigyeong@ihong.org,juweon47,172.25.70.135,4761134435962817797,1970-05-04,36,7.516198,133768,716,6000
5417,이성민,부산광역시 용산구 반포대3로 (도윤김동),8402,유한회사 이박안,식품공학 기술자 및 연구원,064-716-****,sanghyeon05@ju.net,eunyeongi,10.230.182.213,502094082968,2003-09-08,26,4.5,836430,929,5888
5418,박유진,제주특별자치도 동해시 서초중앙63길 (지후김마을),60021,이이,기타 사무원,061-689-****,gimhyeonjun@hotmail.com,eungyeonggang,192.168.34.20,4836569682409023505,1985-07-08,93,8.39866518980895,234304,820,9737
5419,김예진,인천광역시 남구 석촌호수길,44268,최김김,기타 자동차 운전원,018-669-****,mijeong01@icoe.kr,baghyeonjeong,10.221.27.225,4992828671285009165,1970-03-22,17,8.898674,108374,241,3348
5420,이정순,광주광역시 서구 가락로,99494,주식회사 진김김,제관기 조작원,043-878-****,igim@dreamwiz.com,rgim,10.109.49.198,4136865752248,1979-06-20,75,4.95185,538729,56,4245
5421,윤지원,울산광역시 마포구 석촌호수가,838,(유) 이이민,선박 및 열차 객실승무원,064-775-****,caeweon37@naver.com,gimyeweon,192.168.93.214,38936726643191,2003-12-26,61,5.1521234108528,196438,703,302
5422,강시우,광주광역시 남구 양재천로 (서윤김리),16563,한황,방사선사,062-552-****,yeonghyi22@dreamwiz.com,ehan,192.168.63.152,4025494753513,2016-05-30,76,2.42163958796,773235,568,7488
5423,양미정,충청남도 부천시 봉은사로 (예준박박마을),74407,(주) 고,건설 및 광업기계 설치 및 정비원,02-7400-****,tna@ju.kr,sunog01,192.168.55.19,343495549728101,1975-08-27,2,2.0,949770,860,2312
5424,김윤서,인천광역시 강서구 백제고분3로 (혜진김마을),86789,이차송,냉/난방 관련 설비 조작원,016-085-****,cca@hanmail.net,ji,192.168.254.168,3508589935907678,1972-04-13,76,4.55661662652479,183151,50,524
5425,안지연,서울특별시 송파구 양재천4가,35395,김안,철도 기관차 및 전동차 정비원,053-586-****,gimgyeonghyi@seoan.kr,sumin58,192.168.32.137,3513154372770163,1977-12-14,38,2.27486113744,256435,362,8368
5426,박정자,강원도 진천군 도산대1가 (우진남동),4460,(주) 전이양,인사 및 교육/훈련 사무원,031-996-****,yeeuni@yu.com,omigyeong,172.30.64.222,4128747026093132379,2000-05-11,44,8.37395176749,118097,145,3727
5427,최도현,충청북도 정선군 선릉0거리 (정자배심리),704,(유) 장,기타 경호 및 보안 관련 종사원,062-932-****,igim@gmail.com,jiu52,192.168.201.100,6011172182421017,1972-11-12,50,7.323621281535,46151,219,5961
5428,노은주,경상남도 양평군 역삼로 (지아최마을),73583,서김이,기계공학 기술자 및 연구원,063-610-****,ro@live.com,juweon60,172.23.203.236,676186059595,1987-08-01,92,6.904,562099,90,7385
5429,허준영,제주특별자치도 금산군 서초중앙길 (동현장오동),25450,(유) 서심고,예능 강사,010-3991-****,gimyeongsig@live.com,bagyeonggil,10.11.54.154,6543997294027220,2015-05-04,26,4.2164388421,480499,519,7618
5430,이예원,강원도 홍성군 선릉로 (수진장이면),35562,유한회사 이박이,임상병리사,016-545-****,junseoi@iijang.org,ujinu,172.17.254.50,213165948487891,2011-10-25,80,7.38437097,401943,257,7588
5431,정서현,서울특별시 영등포구 언주가,32421,유한회사 서,기타 이미용/예식 및 의료보조 서비스 종사원,02-1979-****,sugja43@coeseong.net,seonyeong18,10.80.131.241,5333377548096139,1981-12-17,50,2.4,230178,938,2712
5432,김영철,울산광역시 도봉구 삼성로 (정자최황동),79905,주식회사 성김서,건축 석공,018-860-****,gimbyeongceol@daum.net,gi,192.168.62.20,213110800966541,1999-09-03,35,8.65456,675774,667,8349
5433,이지우,제주특별자치도 부천시 원미구 선릉길,62444,주식회사 최박이,웹 및 멀티미디어 디자이너,044-141-****,bagareum@jeonbag.com,ibag,192.168.29.186,348302402389200,2006-09-20,23,7.7902024119833,412220,759,9765
5434,황현주,충청북도 의왕시 삼성거리,24997,박김김,기타 비금속제품관련 생산기 조작원,019-757-****,suminju@jusighoesa.kr,msim,10.160.195.115,4636378621734528,1971-11-28,34,3.97212007,510332,685,675
5435,김재호,충청남도 시흥시 백제고분길,41454,주식회사 박,병무행정 사무원,02-1383-****,yangyejun@ju.com,seohyeon76,10.57.217.127,3519954715959512,2019-02-28,63,3.258897,608457,40,9134
5436,강예지,울산광역시 서초구 언주199로 (은경송이면),86442,(유) 김김한,자동조립라인 및 산업용 로봇 조작원,043-841-****,kcoe@gmail.com,myeongsug31,10.65.252.92,6576099237115939,1995-10-15,77,4.1778974475271,459764,834,8137
5437,이현준,부산광역시 성동구 양재천55가 (아름김강리),25324,유한회사 김,기타 경호 및 보안 관련 종사원,064-748-****,yeongjagim@iyangbag.org,sumin03,192.168.127.155,4845363715103878,2012-12-07,32,3.386481,614816,301,5191
5438,이유진,충청북도 안산시 역삼179로,13523,고강노,혼례 종사원,032-908-****,jungsu62@dreamwiz.com,gimjiyeong,172.17.14.101,38680092039903,1992-04-14,94,5.7275973828,46173,570,2264
5439,송도현,세종특별자치시 동대문구 도산대길 (민재이리),9045,(주) 김최조,물품 이동 장비 설치 및 정비원,017-329-****,ujinbag@live.com,bagminjae,10.162.230.102,4781804667082610101,1981-07-09,74,4.9027439394,965761,659,5141
5440,박수진,서울특별시 성동구 테헤란4길,72316,권한,피부미용 및 체형관리사,055-828-****,yeonghwan12@dreamwiz.com,sseong,10.81.223.32,6536850019484300,2016-11-08,72,2.34177897,359527,288,1311
5441,박승현,서울특별시 광진구 도산대697가,28784,권박이,국가/지방 및 공공행정 사무원,055-468-****,ugim@jingim.org,eunjui,172.23.23.42,4732115896738658,2015-09-24,26,4.7,733765,517,8049
5442,김정자,서울특별시 광진구 테헤란701가,79327,이문,내선전공,063-493-****,ugim@hanmail.net,yeongjaju,172.31.84.108,6011054943809245,1992-12-04,37,8.5477,965245,556,2593
5443,이민석,경상북도 동해시 학동가,47831,(주) 김김박,악기제조 및 조율사,053-955-****,eunseo23@gweongweonnam.kr,iseonghun,172.28.68.79,6011909993216064,1971-04-21,83,8.772,290642,758,4961
5444,서성진,서울특별시 중랑구 봉은사가,73629,(주) 이강한,행사기획자,044-071-****,hyeonjeongsong@hotmail.com,icunja,172.30.107.2,6567495255918843,1988-10-11,12,4.8592031,252008,534,4103
5445,주선영,전라남도 성남시 서초대59길,38001,김송한,강구조물 가공원 및 건립원,053-595-****,gsin@hanmail.net,wgim,172.25.201.71,30416047766391,2010-02-02,88,1.58291,916404,860,6624
5446,이춘자,충청북도 성남시 분당구 영동대5거리 (미영이이읍),43290,김최고,상점 판매원,063-692-****,eunji17@live.com,baggyeonghyi,192.168.56.88,4003197797987420,2014-11-14,6,5.140129846731,801260,72,8748
5447,최지현,서울특별시 서대문구 오금2로,11810,(주) 김정김,치과위생사,019-151-****,jiweonhwang@gimnammin.com,bagseoyeong,172.18.21.166,4134498119447205824,1977-08-11,65,1.99591089956,75954,38,2096
5448,백성진,부산광역시 서대문구 잠실13가,93728,김김강,장학관/연구관 및 교육 관련 전문가,031-097-****,iseunghyeon@hotmail.com,agang,10.193.43.226,377529330505911,1977-09-02,75,6.33,606304,111,7835
5449,이영숙,충청남도 춘천시 봉은사15로,94078,유한회사 권박박,배우 및 모델,044-886-****,jihye39@yu.kr,minjae74,172.21.189.223,676362951961,2016-10-21,66,5.953569,712402,324,3254
5450,박현지,충청북도 안산시 상록구 강남대7가,69195,박이이,영상/녹화 및 편집 기사,010-2868-****,coeyeongsun@ii.net,jju,192.168.211.167,4965131360759151,1970-11-25,59,3.329739342,803588,436,8282
5451,조성훈,대구광역시 성동구 영동대41로 (지우백리),34180,(주) 박박김,기타 판매 및 고객 서비스 관리자,061-730-****,coejihye@nate.com,hbag,172.28.173.86,639034308390,2009-04-18,41,7.71726,617001,363,9009
5452,김경자,충청남도 안양시 동안구 서초대96길,37296,이박이,한복 제조원,016-976-****,hyeonjun81@gweongim.kr,gimjinho,192.168.168.240,4522205010977045,2005-01-07,26,6.923778244756,612341,163,358
5453,김아름,서울특별시 북구 양재천3로,5336,김김이,판금원,070-3192-****,sonhyeonji@jusighoesa.org,gimyeonghyi,10.70.171.39,502034144779,1981-09-09,3,8.61946,98574,594,1024
5454,이승민,경상북도 보령시 반포대303가 (준혁이서읍),28461,(유) 조,중식 주방장 및 조리사,042-850-****,doyungim@iheoseo.com,dbag,172.30.226.226,3501742596007018,1970-06-02,81,8.3487480047,86775,406,3439
5455,박진우,경기도 광명시 학동63가,35646,유한회사 노김박,임상 심리사 및 기타 치료사,032-172-****,minjun85@daum.net,siu93,10.201.161.108,4170690347182614,1998-08-07,83,1.884489897,701287,947,7728
5456,김상훈,대전광역시 성동구 양재천길 (서현김면),59580,김강,기타 판매관련 단순 종사원,061-677-****,jaeho09@hanmail.net,hyeonubag,192.168.47.139,376408325018357,1995-08-05,45,2.6499951608,244991,75,3978
5457,김준서,경상남도 동해시 언주가 (영일이면),40950,유한회사 김강손,스포츠 및 레크레이션 강사,043-088-****,yeonghogim@dreamwiz.com,vgim,10.67.235.134,4709939320629922311,2009-05-17,72,2.139560828,978685,869,3299
5458,박성훈,울산광역시 동대문구 백제고분7거리 (진호최오마을),24290,나이,경기감독 및 코치,019-158-****,jungsuseo@naver.com,bmun,172.18.70.145,6511746915392812,2004-09-25,35,3.948320288,838950,919,387
5459,김예지,인천광역시 양천구 도산대273길 (영식이리),22720,주식회사 최김류,과실 및 채소 관련 기계조작원,033-492-****,ibag@yuhanhoesa.com,gimyeji,192.168.155.52,4614005450619506864,2001-06-18,68,5.992995,849293,826,7580
5460,서옥순,전라북도 성남시 중원구 잠실442길,43004,(유) 오김김,음식 배달원,011-098-****,jinho56@dreamwiz.com,jungsucoe,192.168.91.63,6544765903226767,1984-11-01,52,1.36566959586024,657155,521,1307
5461,이시우,충청북도 고양시 일산서구 가락길 (지원박김동),61167,주식회사 손최윤,판금기 조작원,032-819-****,eunju02@gmail.com,gweoneunyeong,10.157.173.57,4335291308948622,1978-04-02,8,8.328111674377,75650,833,6997
5462,박미경,울산광역시 도봉구 강남대가,22901,나최김,해외 영업원,016-476-****,iyeongil@hotmail.com,gimjunho,172.26.88.86,30320904506504,2005-12-15,10,7.25911403,397238,117,5948
5463,김준서,부산광역시 영등포구 선릉0길 (순옥박한면),11690,이김김,점토제품 생산기 조작원,018-212-****,jeongnam96@naver.com,iyeongsug,192.168.87.146,6011485075295474,2002-09-22,97,8.34,452578,919,3175
